"subj","condition","cause","vign","knowledge","norm"
"R_3NU8KCvDdcMI3m7","RKG",5,16,"Knowledge","Rationality"
"R_3fDjTE7T5pN9aug","RKG",2,16,"Knowledge","Rationality"
"R_2xV1miydNY7rKn4","RKG",5,16,"Knowledge","Rationality"
"R_brt25WJDSLmP4SR","RKG",2,16,"Knowledge","Rationality"
"R_1g7V7XqzFSEpJp7","RKG",3,16,"Knowledge","Rationality"
"R_AvT6fha3BdVp3X3","RKG",5,16,"Knowledge","Rationality"
"R_1Ns8HmDussRwtSo","RKG",6,16,"Knowledge","Rationality"
"R_28O1YpzLLGbVGR2","RKG",4,16,"Knowledge","Rationality"
"R_2ZZvCmIARcATxzO","RKG",5,16,"Knowledge","Rationality"
"R_3iwNEAiFGhmWf9X","RKG",1,16,"Knowledge","Rationality"
"R_0AKdfAcBiQjGJ8Z","RKG",4,16,"Knowledge","Rationality"
"R_ePqTGsc0VfES1Wl","RKG",5,16,"Knowledge","Rationality"
"R_3fGET7YdgHncG8j","RKG",4,16,"Knowledge","Rationality"
"R_22ugpf0OLzkj8AR","RKG",3,16,"Knowledge","Rationality"
"R_6iosnhmKDSvIj5L","RKG",6,16,"Knowledge","Rationality"
"R_2vZerVrZAtgXYvE","RKG",7,16,"Knowledge","Rationality"
"R_XvoNHSUGZEwCyzL","RKG",5,16,"Knowledge","Rationality"
"R_3EYd158W945bTmc","RKG",4,16,"Knowledge","Rationality"
"R_2SogiF7Vnj5oXf7","RKG",7,16,"Knowledge","Rationality"
"R_3gNkGEagZdDtbeI","RKG",3,16,"Knowledge","Rationality"
"R_24OWg9Cq0lPbxYb","RKG",3,16,"Knowledge","Rationality"
"R_22rUrA7fkcJMDbc","RKG",6,16,"Knowledge","Rationality"
"R_245wkgfvsrZ71pq","RKG",6,16,"Knowledge","Rationality"
"R_2CCI8TwLfkxoF52","RKG",4,16,"Knowledge","Rationality"
"R_0IctgkJeDpDb6CZ","RKG",4,16,"Knowledge","Rationality"
"R_wUlh2BECb90xNRf","RKG",3,16,"Knowledge","Rationality"
"R_2XoGV7CT3IUHHOj","RIG",7,1,"Ignorance","Rationality"
"R_3fDjTE7T5pN9aug","RIG",5,1,"Ignorance","Rationality"
"R_2CkQ0ob8u9qQdbp","RIG",4,1,"Ignorance","Rationality"
"R_OKk63kVutbY3HRT","RIG",5,1,"Ignorance","Rationality"
"R_1mVDg9lWRZcjmTf","RIG",5,1,"Ignorance","Rationality"
"R_3r3fFxo62III3Hu","RIG",7,1,"Ignorance","Rationality"
"R_bPkHhXaCo8ctVXX","RIG",5,1,"Ignorance","Rationality"
"R_AaMoRGWEEUPFpF7","RIG",2,1,"Ignorance","Rationality"
"R_2ZZvCmIARcATxzO","RIG",5,1,"Ignorance","Rationality"
"R_sHbY8vn2k7SeOL7","RIG",1,1,"Ignorance","Rationality"
"R_ezYd6g0DGP96G6B","RIG",6,1,"Ignorance","Rationality"
"R_3fKif9mVEDe7Opz","RIG",6,1,"Ignorance","Rationality"
"R_3fGET7YdgHncG8j","RIG",5,1,"Ignorance","Rationality"
"R_1FlfNKqBrmZpcIx","RIG",5,1,"Ignorance","Rationality"
"R_1JOqMd3qorCE5QJ","RIG",4,1,"Ignorance","Rationality"
"R_r8XQl9jmC7ynhJf","RIG",6,1,"Ignorance","Rationality"
"R_1DCF4Z6WagGl5Ma","RIG",2,1,"Ignorance","Rationality"
"R_8eMrBPghJOeO6m5","RIG",3,1,"Ignorance","Rationality"
"R_sw0bNQoLwQRd4KB","RIG",5,1,"Ignorance","Rationality"
"R_2ZVQJVSUOKONpfP","RIG",5,1,"Ignorance","Rationality"
"R_1ogW3e83CTgq3SW","RIG",4,1,"Ignorance","Rationality"
"R_2e4OotA3LjZQxoB","RIG",5,1,"Ignorance","Rationality"
"R_2AHGXyli8BKF3Jz","RIG",6,1,"Ignorance","Rationality"
"R_2CCI8TwLfkxoF52","RIG",5,1,"Ignorance","Rationality"
"R_2QlmY1N9RXjeWBU","RIG",6,1,"Ignorance","Rationality"
"R_wUlh2BECb90xNRf","RIG",4,1,"Ignorance","Rationality"
"R_2XoGV7CT3IUHHOj","RIG",7,2,"Ignorance","Rationality"
"R_1o1IAefWddFeCuL","RIG",5,2,"Ignorance","Rationality"
"R_CfVltpcPPyEnl0B","RIG",6,2,"Ignorance","Rationality"
"R_2pY3RiXgh73oSk9","RIG",4,2,"Ignorance","Rationality"
"R_1mVDg9lWRZcjmTf","RIG",4,2,"Ignorance","Rationality"
"R_AvT6fha3BdVp3X3","RIG",3,2,"Ignorance","Rationality"
"R_2uNzWsbV1lQoauO","RIG",7,2,"Ignorance","Rationality"
"R_28O1YpzLLGbVGR2","RIG",7,2,"Ignorance","Rationality"
"R_3fituQFYKcsCOr2","RIG",2,2,"Ignorance","Rationality"
"R_3JwpiBeS7V3m1H3","RIG",6,2,"Ignorance","Rationality"
"R_1ohBPcgP7w17Nzi","RIG",3,2,"Ignorance","Rationality"
"R_2Et1kMITcvLp297","RIG",5,2,"Ignorance","Rationality"
"R_1FlfNKqBrmZpcIx","RIG",5,2,"Ignorance","Rationality"
"R_22ugpf0OLzkj8AR","RIG",4,2,"Ignorance","Rationality"
"R_3lLAnX4ax8VJEet","RIG",5,2,"Ignorance","Rationality"
"R_w5daplb7MxERGKZ","RIG",5,2,"Ignorance","Rationality"
"R_cP8QojZwsgjAHDj","RIG",5,2,"Ignorance","Rationality"
"R_8eMrBPghJOeO6m5","RIG",6,2,"Ignorance","Rationality"
"R_2SogiF7Vnj5oXf7","RIG",6,2,"Ignorance","Rationality"
"R_26f2NZAzbV11sGE","RIG",5,2,"Ignorance","Rationality"
"R_24OWg9Cq0lPbxYb","RIG",6,2,"Ignorance","Rationality"
"R_2e4OotA3LjZQxoB","RIG",4,2,"Ignorance","Rationality"
"R_71dWUcO7gNp0eJP","RIG",5,2,"Ignorance","Rationality"
"R_3ET3S215m8fGkxn","RIG",4,2,"Ignorance","Rationality"
"R_1LoqMhkJsj2GnTs","RIG",5,2,"Ignorance","Rationality"
"R_2XoGV7CT3IUHHOj","RIG",7,3,"Ignorance","Rationality"
"R_3fPKamSv5XhWW7S","RIG",5,3,"Ignorance","Rationality"
"R_2th4RMS27Vb5iWt","RIG",6,3,"Ignorance","Rationality"
"R_brt25WJDSLmP4SR","RIG",5,3,"Ignorance","Rationality"
"R_1g7V7XqzFSEpJp7","RIG",5,3,"Ignorance","Rationality"
"R_1dtenbywNXsLq2q","RIG",7,3,"Ignorance","Rationality"
"R_3iqXErxV0xnxTj0","RIG",3,3,"Ignorance","Rationality"
"R_3qybpbdBZeK6VUq","RIG",7,3,"Ignorance","Rationality"
"R_3fituQFYKcsCOr2","RIG",2,3,"Ignorance","Rationality"
"R_56dMysz9SKnkMLf","RIG",2,3,"Ignorance","Rationality"
"R_0AKdfAcBiQjGJ8Z","RIG",5,3,"Ignorance","Rationality"
"R_ezYd6g0DGP96G6B","RIG",5,3,"Ignorance","Rationality"
"R_3NWm5WAJH4uINEU","RIG",6,3,"Ignorance","Rationality"
"R_1mypbqrm71pNcZZ","RIG",6,3,"Ignorance","Rationality"
"R_w5daplb7MxERGKZ","RIG",5,3,"Ignorance","Rationality"
"R_3JCd7tTqGGvJlTr","RIG",6,3,"Ignorance","Rationality"
"R_cP8QojZwsgjAHDj","RIG",6,3,"Ignorance","Rationality"
"R_sw0bNQoLwQRd4KB","RIG",7,3,"Ignorance","Rationality"
"R_5AA7AMUGQMRGOqJ","RIG",4,3,"Ignorance","Rationality"
"R_26f2NZAzbV11sGE","RIG",4,3,"Ignorance","Rationality"
"R_24OWg9Cq0lPbxYb","RIG",6,3,"Ignorance","Rationality"
"R_2e4OotA3LjZQxoB","RIG",5,3,"Ignorance","Rationality"
"R_2AHGXyli8BKF3Jz","RIG",6,3,"Ignorance","Rationality"
"R_3ET3S215m8fGkxn","RIG",6,3,"Ignorance","Rationality"
"R_3hlsIzcwHbfktDc","RIG",2,3,"Ignorance","Rationality"
"R_3J4XYKn5XSdemXn","RIG",6,4,"Ignorance","Rationality"
"R_3fPKamSv5XhWW7S","RIG",4,4,"Ignorance","Rationality"
"R_2xV1miydNY7rKn4","RIG",2,4,"Ignorance","Rationality"
"R_sh9wf7QQRKr8nRv","RIG",5,4,"Ignorance","Rationality"
"R_1mVDg9lWRZcjmTf","RIG",3,4,"Ignorance","Rationality"
"R_3iqXErxV0xnxTj0","RIG",2,4,"Ignorance","Rationality"
"R_bPkHhXaCo8ctVXX","RIG",6,4,"Ignorance","Rationality"
"R_28O1YpzLLGbVGR2","RIG",1,4,"Ignorance","Rationality"
"R_2ZZvCmIARcATxzO","RIG",5,4,"Ignorance","Rationality"
"R_56dMysz9SKnkMLf","RIG",4,4,"Ignorance","Rationality"
"R_1ohBPcgP7w17Nzi","RIG",5,4,"Ignorance","Rationality"
"R_3enqefdPNHBq6Oq","RIG",7,4,"Ignorance","Rationality"
"R_3oN55R5Fwzb0Qgp","RIG",7,4,"Ignorance","Rationality"
"R_1FxshkwMF8wnCjp","RIG",4,4,"Ignorance","Rationality"
"R_w5daplb7MxERGKZ","RIG",4,4,"Ignorance","Rationality"
"R_3JCd7tTqGGvJlTr","RIG",7,4,"Ignorance","Rationality"
"R_1DCF4Z6WagGl5Ma","RIG",1,4,"Ignorance","Rationality"
"R_8eMrBPghJOeO6m5","RIG",5,4,"Ignorance","Rationality"
"R_2f7MQdI5iBtcB9w","RIG",5,4,"Ignorance","Rationality"
"R_2ZVQJVSUOKONpfP","RIG",5,4,"Ignorance","Rationality"
"R_1ogW3e83CTgq3SW","RIG",4,4,"Ignorance","Rationality"
"R_3EKej2r7Msf8yBg","RIG",6,4,"Ignorance","Rationality"
"R_2czmJrXebJSyBIv","RIG",7,4,"Ignorance","Rationality"
"R_3hlsIzcwHbfktDc","RIG",6,4,"Ignorance","Rationality"
"R_6MAnqfBGwnaqGvD","RIG",5,4,"Ignorance","Rationality"
"R_wUlh2BECb90xNRf","RIG",3,4,"Ignorance","Rationality"
"R_3NU8KCvDdcMI3m7","RIG",5,5,"Ignorance","Rationality"
"R_3fPKamSv5XhWW7S","RIG",3,5,"Ignorance","Rationality"
"R_2xV1miydNY7rKn4","RIG",3,5,"Ignorance","Rationality"
"R_brt25WJDSLmP4SR","RIG",6,5,"Ignorance","Rationality"
"R_OKk63kVutbY3HRT","RIG",5,5,"Ignorance","Rationality"
"R_AvT6fha3BdVp3X3","RIG",4,5,"Ignorance","Rationality"
"R_1Ns8HmDussRwtSo","RIG",6,5,"Ignorance","Rationality"
"R_3qybpbdBZeK6VUq","RIG",7,5,"Ignorance","Rationality"
"R_3fituQFYKcsCOr2","RIG",2,5,"Ignorance","Rationality"
"R_3iwNEAiFGhmWf9X","RIG",1,5,"Ignorance","Rationality"
"R_3fKif9mVEDe7Opz","RIG",3,5,"Ignorance","Rationality"
"R_3fGET7YdgHncG8j","RIG",3,5,"Ignorance","Rationality"
"R_1mypbqrm71pNcZZ","RIG",4,5,"Ignorance","Rationality"
"R_1FxshkwMF8wnCjp","RIG",4,5,"Ignorance","Rationality"
"R_w5daplb7MxERGKZ","RIG",6,5,"Ignorance","Rationality"
"R_r8XQl9jmC7ynhJf","RIG",7,5,"Ignorance","Rationality"
"R_2WZGuhVuxbtSDr0","RIG",3,5,"Ignorance","Rationality"
"R_3EYd158W945bTmc","RIG",4,5,"Ignorance","Rationality"
"R_2f7MQdI5iBtcB9w","RIG",6,5,"Ignorance","Rationality"
"R_2ZVQJVSUOKONpfP","RIG",6,5,"Ignorance","Rationality"
"R_1ogW3e83CTgq3SW","RIG",3,5,"Ignorance","Rationality"
"R_x4xoV6nF3QCtxap","RIG",3,5,"Ignorance","Rationality"
"R_2czmJrXebJSyBIv","RIG",7,5,"Ignorance","Rationality"
"R_2CCI8TwLfkxoF52","RIG",6,5,"Ignorance","Rationality"
"R_2QlmY1N9RXjeWBU","RIG",6,5,"Ignorance","Rationality"
"R_3J4XYKn5XSdemXn","RIG",5,6,"Ignorance","Rationality"
"R_3fDjTE7T5pN9aug","RIG",3,6,"Ignorance","Rationality"
"R_OwhlmYRlV9VQhqx","RIG",3,6,"Ignorance","Rationality"
"R_brt25WJDSLmP4SR","RIG",5,6,"Ignorance","Rationality"
"R_OKk63kVutbY3HRT","RIG",6,6,"Ignorance","Rationality"
"R_3iqXErxV0xnxTj0","RIG",5,6,"Ignorance","Rationality"
"R_28O1YpzLLGbVGR2","RIG",4,6,"Ignorance","Rationality"
"R_3RvWpZ24vTDWZZ4","RIG",3,6,"Ignorance","Rationality"
"R_3iwNEAiFGhmWf9X","RIG",1,6,"Ignorance","Rationality"
"R_0AKdfAcBiQjGJ8Z","RIG",5,6,"Ignorance","Rationality"
"R_1ohBPcgP7w17Nzi","RIG",3,6,"Ignorance","Rationality"
"R_3fGET7YdgHncG8j","RIG",3,6,"Ignorance","Rationality"
"R_22ugpf0OLzkj8AR","RIG",4,6,"Ignorance","Rationality"
"R_1FxshkwMF8wnCjp","RIG",3,6,"Ignorance","Rationality"
"R_3JCd7tTqGGvJlTr","RIG",5,6,"Ignorance","Rationality"
"R_XvoNHSUGZEwCyzL","RIG",6,6,"Ignorance","Rationality"
"R_Rnu08pOTKxysKuB","RIG",5,6,"Ignorance","Rationality"
"R_2f7MQdI5iBtcB9w","RIG",5,6,"Ignorance","Rationality"
"R_2ZVQJVSUOKONpfP","RIG",5,6,"Ignorance","Rationality"
"R_Bu2A2UkV2ZLtSsV","RIG",1,6,"Ignorance","Rationality"
"R_24OWg9Cq0lPbxYb","RIG",3,6,"Ignorance","Rationality"
"R_245wkgfvsrZ71pq","RIG",2,6,"Ignorance","Rationality"
"R_2czmJrXebJSyBIv","RIG",7,6,"Ignorance","Rationality"
"R_1LoqMhkJsj2GnTs","RIG",5,6,"Ignorance","Rationality"
"R_2QlmY1N9RXjeWBU","RIG",3,6,"Ignorance","Rationality"
"R_3J4XYKn5XSdemXn","RIG",5,7,"Ignorance","Rationality"
"R_3fDjTE7T5pN9aug","RIG",3,7,"Ignorance","Rationality"
"R_CfVltpcPPyEnl0B","RIG",3,7,"Ignorance","Rationality"
"R_OKk63kVutbY3HRT","RIG",5,7,"Ignorance","Rationality"
"R_1mVDg9lWRZcjmTf","RIG",5,7,"Ignorance","Rationality"
"R_3r3fFxo62III3Hu","RIG",4,7,"Ignorance","Rationality"
"R_bPkHhXaCo8ctVXX","RIG",7,7,"Ignorance","Rationality"
"R_b87PB6XDAofdL21","RIG",6,7,"Ignorance","Rationality"
"R_3qybpbdBZeK6VUq","RIG",7,7,"Ignorance","Rationality"
"R_sHbY8vn2k7SeOL7","RIG",1,7,"Ignorance","Rationality"
"R_ezYd6g0DGP96G6B","RIG",5,7,"Ignorance","Rationality"
"R_3plRP7X6UFKeqEg","RIG",7,7,"Ignorance","Rationality"
"R_3fGET7YdgHncG8j","RIG",6,7,"Ignorance","Rationality"
"R_1mypbqrm71pNcZZ","RIG",5,7,"Ignorance","Rationality"
"R_6iosnhmKDSvIj5L","RIG",6,7,"Ignorance","Rationality"
"R_r8XQl9jmC7ynhJf","RIG",5,7,"Ignorance","Rationality"
"R_1DCF4Z6WagGl5Ma","RIG",2,7,"Ignorance","Rationality"
"R_3EYd158W945bTmc","RIG",4,7,"Ignorance","Rationality"
"R_8eMrBPghJOeO6m5","RIG",5,7,"Ignorance","Rationality"
"R_vSJZic0BJrLuydP","RIG",5,7,"Ignorance","Rationality"
"R_3gNkGEagZdDtbeI","RIG",4,7,"Ignorance","Rationality"
"R_24OWg9Cq0lPbxYb","RIG",5,7,"Ignorance","Rationality"
"R_245wkgfvsrZ71pq","RIG",3,7,"Ignorance","Rationality"
"R_2CCI8TwLfkxoF52","RIG",3,7,"Ignorance","Rationality"
"R_6MAnqfBGwnaqGvD","RIG",6,7,"Ignorance","Rationality"
"R_3J4XYKn5XSdemXn","RIG",2,8,"Ignorance","Rationality"
"R_3fPKamSv5XhWW7S","RIG",5,8,"Ignorance","Rationality"
"R_CfVltpcPPyEnl0B","RIG",5,8,"Ignorance","Rationality"
"R_2pY3RiXgh73oSk9","RIG",1,8,"Ignorance","Rationality"
"R_sh9wf7QQRKr8nRv","RIG",1,8,"Ignorance","Rationality"
"R_AvT6fha3BdVp3X3","RIG",1,8,"Ignorance","Rationality"
"R_28O1YpzLLGbVGR2","RIG",7,8,"Ignorance","Rationality"
"R_29gAP6TzTSJ4hH6","RIG",3,8,"Ignorance","Rationality"
"R_56dMysz9SKnkMLf","RIG",1,8,"Ignorance","Rationality"
"R_3iwNEAiFGhmWf9X","RIG",4,8,"Ignorance","Rationality"
"R_ezYd6g0DGP96G6B","RIG",5,8,"Ignorance","Rationality"
"R_ePqTGsc0VfES1Wl","RIG",2,8,"Ignorance","Rationality"
"R_3oN55R5Fwzb0Qgp","RIG",1,8,"Ignorance","Rationality"
"R_38WciBbZoqGPKGF","RIG",1,8,"Ignorance","Rationality"
"R_3lLAnX4ax8VJEet","RIG",2,8,"Ignorance","Rationality"
"R_2vZerVrZAtgXYvE","RIG",1,8,"Ignorance","Rationality"
"R_2WZGuhVuxbtSDr0","RIG",1,8,"Ignorance","Rationality"
"R_8eMrBPghJOeO6m5","RIG",4,8,"Ignorance","Rationality"
"R_5AA7AMUGQMRGOqJ","RIG",1,8,"Ignorance","Rationality"
"R_vBHaqEYiAqPtc4h","RIG",2,8,"Ignorance","Rationality"
"R_3gNkGEagZdDtbeI","RIG",1,8,"Ignorance","Rationality"
"R_x4xoV6nF3QCtxap","RIG",3,8,"Ignorance","Rationality"
"R_245wkgfvsrZ71pq","RIG",6,8,"Ignorance","Rationality"
"R_2CCI8TwLfkxoF52","RIG",4,8,"Ignorance","Rationality"
"R_3hlsIzcwHbfktDc","RIG",6,8,"Ignorance","Rationality"
"R_1IAVWfOlFBp3QXh","RIG",7,9,"Ignorance","Rationality"
"R_3fPKamSv5XhWW7S","RIG",2,9,"Ignorance","Rationality"
"R_2xV1miydNY7rKn4","RIG",5,9,"Ignorance","Rationality"
"R_2th4RMS27Vb5iWt","RIG",6,9,"Ignorance","Rationality"
"R_1g7V7XqzFSEpJp7","RIG",5,9,"Ignorance","Rationality"
"R_2uNzWsbV1lQoauO","RIG",6,9,"Ignorance","Rationality"
"R_3iqXErxV0xnxTj0","RIG",6,9,"Ignorance","Rationality"
"R_b87PB6XDAofdL21","RIG",5,9,"Ignorance","Rationality"
"R_2ZZvCmIARcATxzO","RIG",5,9,"Ignorance","Rationality"
"R_3iwNEAiFGhmWf9X","RIG",4,9,"Ignorance","Rationality"
"R_ezYd6g0DGP96G6B","RIG",5,9,"Ignorance","Rationality"
"R_ePqTGsc0VfES1Wl","RIG",6,9,"Ignorance","Rationality"
"R_3NWm5WAJH4uINEU","RIG",7,9,"Ignorance","Rationality"
"R_1FlfNKqBrmZpcIx","RIG",4,9,"Ignorance","Rationality"
"R_r8XQl9jmC7ynhJf","RIG",2,9,"Ignorance","Rationality"
"R_2qDxnWfJw3JCu9Y","RIG",6,9,"Ignorance","Rationality"
"R_cP8QojZwsgjAHDj","RIG",5,9,"Ignorance","Rationality"
"R_3EYd158W945bTmc","RIG",4,9,"Ignorance","Rationality"
"R_5AA7AMUGQMRGOqJ","RIG",2,9,"Ignorance","Rationality"
"R_vSJZic0BJrLuydP","RIG",4,9,"Ignorance","Rationality"
"R_24OWg9Cq0lPbxYb","RIG",6,9,"Ignorance","Rationality"
"R_2e4OotA3LjZQxoB","RIG",5,9,"Ignorance","Rationality"
"R_2czmJrXebJSyBIv","RIG",7,9,"Ignorance","Rationality"
"R_0IctgkJeDpDb6CZ","RIG",5,9,"Ignorance","Rationality"
"R_1LoqMhkJsj2GnTs","RIG",4,9,"Ignorance","Rationality"
"R_2XoGV7CT3IUHHOj","RIG",7,10,"Ignorance","Rationality"
"R_QbL9cxzbCfI9C0h","RIG",5,10,"Ignorance","Rationality"
"R_CfVltpcPPyEnl0B","RIG",3,10,"Ignorance","Rationality"
"R_1g7V7XqzFSEpJp7","RIG",4,10,"Ignorance","Rationality"
"R_9mcDXmedknnBbln","RIG",1,10,"Ignorance","Rationality"
"R_1dtenbywNXsLq2q","RIG",5,10,"Ignorance","Rationality"
"R_1Ns8HmDussRwtSo","RIG",2,10,"Ignorance","Rationality"
"R_3qybpbdBZeK6VUq","RIG",4,10,"Ignorance","Rationality"
"R_3fituQFYKcsCOr2","RIG",2,10,"Ignorance","Rationality"
"R_2QEEJiKHLgUsppu","RIG",6,10,"Ignorance","Rationality"
"R_0AKdfAcBiQjGJ8Z","RIG",5,10,"Ignorance","Rationality"
"R_3enqefdPNHBq6Oq","RIG",7,10,"Ignorance","Rationality"
"R_3NWm5WAJH4uINEU","RIG",1,10,"Ignorance","Rationality"
"R_1FxshkwMF8wnCjp","RIG",2,10,"Ignorance","Rationality"
"R_1JOqMd3qorCE5QJ","RIG",6,10,"Ignorance","Rationality"
"R_2vZerVrZAtgXYvE","RIG",5,10,"Ignorance","Rationality"
"R_1DCF4Z6WagGl5Ma","RIG",1,10,"Ignorance","Rationality"
"R_Rnu08pOTKxysKuB","RIG",5,10,"Ignorance","Rationality"
"R_sw0bNQoLwQRd4KB","RIG",5,10,"Ignorance","Rationality"
"R_26f2NZAzbV11sGE","RIG",5,10,"Ignorance","Rationality"
"R_24OWg9Cq0lPbxYb","RIG",4,10,"Ignorance","Rationality"
"R_3EKej2r7Msf8yBg","RIG",4,10,"Ignorance","Rationality"
"R_2AHGXyli8BKF3Jz","RIG",2,10,"Ignorance","Rationality"
"R_3ET3S215m8fGkxn","RIG",3,10,"Ignorance","Rationality"
"R_6MAnqfBGwnaqGvD","RIG",4,10,"Ignorance","Rationality"
"R_3J4XYKn5XSdemXn","RIG",6,11,"Ignorance","Rationality"
"R_QbL9cxzbCfI9C0h","RIG",6,11,"Ignorance","Rationality"
"R_2xV1miydNY7rKn4","RIG",4,11,"Ignorance","Rationality"
"R_2th4RMS27Vb5iWt","RIG",5,11,"Ignorance","Rationality"
"R_OKk63kVutbY3HRT","RIG",7,11,"Ignorance","Rationality"
"R_AvT6fha3BdVp3X3","RIG",3,11,"Ignorance","Rationality"
"R_bPkHhXaCo8ctVXX","RIG",7,11,"Ignorance","Rationality"
"R_b87PB6XDAofdL21","RIG",7,11,"Ignorance","Rationality"
"R_56dMysz9SKnkMLf","RIG",4,11,"Ignorance","Rationality"
"R_sHbY8vn2k7SeOL7","RIG",1,11,"Ignorance","Rationality"
"R_3fKif9mVEDe7Opz","RIG",4,11,"Ignorance","Rationality"
"R_3plRP7X6UFKeqEg","RIG",7,11,"Ignorance","Rationality"
"R_3oN55R5Fwzb0Qgp","RIG",7,11,"Ignorance","Rationality"
"R_38WciBbZoqGPKGF","RIG",2,11,"Ignorance","Rationality"
"R_3lLAnX4ax8VJEet","RIG",7,11,"Ignorance","Rationality"
"R_r8XQl9jmC7ynhJf","RIG",5,11,"Ignorance","Rationality"
"R_cP8QojZwsgjAHDj","RIG",5,11,"Ignorance","Rationality"
"R_8eMrBPghJOeO6m5","RIG",5,11,"Ignorance","Rationality"
"R_2f7MQdI5iBtcB9w","RIG",6,11,"Ignorance","Rationality"
"R_3gNkGEagZdDtbeI","RIG",5,11,"Ignorance","Rationality"
"R_Bu2A2UkV2ZLtSsV","RIG",3,11,"Ignorance","Rationality"
"R_3EKej2r7Msf8yBg","RIG",6,11,"Ignorance","Rationality"
"R_245wkgfvsrZ71pq","RIG",5,11,"Ignorance","Rationality"
"R_3hlsIzcwHbfktDc","RIG",4,11,"Ignorance","Rationality"
"R_6MAnqfBGwnaqGvD","RIG",5,11,"Ignorance","Rationality"
"R_1IAVWfOlFBp3QXh","RIG",6,12,"Ignorance","Rationality"
"R_1o1IAefWddFeCuL","RIG",5,12,"Ignorance","Rationality"
"R_2CkQ0ob8u9qQdbp","RIG",5,12,"Ignorance","Rationality"
"R_1g7V7XqzFSEpJp7","RIG",3,12,"Ignorance","Rationality"
"R_sh9wf7QQRKr8nRv","RIG",6,12,"Ignorance","Rationality"
"R_1Ns8HmDussRwtSo","RIG",6,12,"Ignorance","Rationality"
"R_3iqXErxV0xnxTj0","RIG",2,12,"Ignorance","Rationality"
"R_b87PB6XDAofdL21","RIG",6,12,"Ignorance","Rationality"
"R_2ZZvCmIARcATxzO","RIG",6,12,"Ignorance","Rationality"
"R_2QEEJiKHLgUsppu","RIG",7,12,"Ignorance","Rationality"
"R_1ohBPcgP7w17Nzi","RIG",4,12,"Ignorance","Rationality"
"R_2Et1kMITcvLp297","RIG",6,12,"Ignorance","Rationality"
"R_3NWm5WAJH4uINEU","RIG",5,12,"Ignorance","Rationality"
"R_1mypbqrm71pNcZZ","RIG",6,12,"Ignorance","Rationality"
"R_6iosnhmKDSvIj5L","RIG",6,12,"Ignorance","Rationality"
"R_2vZerVrZAtgXYvE","RIG",7,12,"Ignorance","Rationality"
"R_XvoNHSUGZEwCyzL","RIG",6,12,"Ignorance","Rationality"
"R_3EYd158W945bTmc","RIG",4,12,"Ignorance","Rationality"
"R_2SogiF7Vnj5oXf7","RIG",7,12,"Ignorance","Rationality"
"R_26f2NZAzbV11sGE","RIG",5,12,"Ignorance","Rationality"
"R_24OWg9Cq0lPbxYb","RIG",3,12,"Ignorance","Rationality"
"R_3EKej2r7Msf8yBg","RIG",6,12,"Ignorance","Rationality"
"R_2czmJrXebJSyBIv","RIG",7,12,"Ignorance","Rationality"
"R_2CCI8TwLfkxoF52","RIG",7,12,"Ignorance","Rationality"
"R_6MAnqfBGwnaqGvD","RIG",6,12,"Ignorance","Rationality"
"R_3NU8KCvDdcMI3m7","RIG",5,13,"Ignorance","Rationality"
"R_1o1IAefWddFeCuL","RIG",6,13,"Ignorance","Rationality"
"R_2xV1miydNY7rKn4","RIG",3,13,"Ignorance","Rationality"
"R_2pY3RiXgh73oSk9","RIG",1,13,"Ignorance","Rationality"
"R_9mcDXmedknnBbln","RIG",6,13,"Ignorance","Rationality"
"R_bPkHhXaCo8ctVXX","RIG",5,13,"Ignorance","Rationality"
"R_AaMoRGWEEUPFpF7","RIG",5,13,"Ignorance","Rationality"
"R_3RvWpZ24vTDWZZ4","RIG",4,13,"Ignorance","Rationality"
"R_sHbY8vn2k7SeOL7","RIG",4,13,"Ignorance","Rationality"
"R_ezYd6g0DGP96G6B","RIG",3,13,"Ignorance","Rationality"
"R_ePqTGsc0VfES1Wl","RIG",5,13,"Ignorance","Rationality"
"R_3oN55R5Fwzb0Qgp","RIG",7,13,"Ignorance","Rationality"
"R_38WciBbZoqGPKGF","RIG",2,13,"Ignorance","Rationality"
"R_3lLAnX4ax8VJEet","RIG",5,13,"Ignorance","Rationality"
"R_r8XQl9jmC7ynhJf","RIG",6,13,"Ignorance","Rationality"
"R_1DCF4Z6WagGl5Ma","RIG",5,13,"Ignorance","Rationality"
"R_3EYd158W945bTmc","RIG",4,13,"Ignorance","Rationality"
"R_2f7MQdI5iBtcB9w","RIG",5,13,"Ignorance","Rationality"
"R_vSJZic0BJrLuydP","RIG",4,13,"Ignorance","Rationality"
"R_3gNkGEagZdDtbeI","RIG",5,13,"Ignorance","Rationality"
"R_3EKej2r7Msf8yBg","RIG",6,13,"Ignorance","Rationality"
"R_2czmJrXebJSyBIv","RIG",7,13,"Ignorance","Rationality"
"R_71dWUcO7gNp0eJP","RIG",7,13,"Ignorance","Rationality"
"R_0IctgkJeDpDb6CZ","RIG",6,13,"Ignorance","Rationality"
"R_2XoGV7CT3IUHHOj","RIG",7,14,"Ignorance","Rationality"
"R_1o1IAefWddFeCuL","RIG",6,14,"Ignorance","Rationality"
"R_2CkQ0ob8u9qQdbp","RIG",4,14,"Ignorance","Rationality"
"R_2th4RMS27Vb5iWt","RIG",6,14,"Ignorance","Rationality"
