"subj","condCode","response","norm","outcome","knowledge","scenario"
"R_3EvaxO5IfLPdamr","Q9.RIB","1","rationality","Bad","Ignorance",9
"R_2wdAi2Br036nb0x","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_2VO6tEjBWzxv1qT","Q9.RIB","1","rationality","Bad","Ignorance",9
"R_2V3ZEbsGB7I5t58","Q9.RIB","1","rationality","Bad","Ignorance",9
"R_3fjXJiVog897OTE","Q9.RIB","1","rationality","Bad","Ignorance",9
"R_eIDGsOtzwTFr2ox","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_3fldJZ2PizyODxX","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_2S2duEBgZlNcO3q","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_3PSPuAjXOGLT0n7","Q9.RIB","1","rationality","Bad","Ignorance",9
"R_2VL6GKOrGVSHBg4","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_214WjB6MJaAGLKJ","Q9.RIB","1","rationality","Bad","Ignorance",9
"R_1kHLS3K1DMUPZSn","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_12s5VWgPdrearCX","Q9.RIB","1","rationality","Bad","Ignorance",9
"R_1FVmEUPZ3Mf74Gt","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_3n6O7b7j1buyDz1","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_eaICbnGbjkrIJY5","Q9.RIB","1","rationality","Bad","Ignorance",9
"R_e3ukhtSJpqQF9Id","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_2D8Kf7hPRFbrmV4","Q9.RIB","2","rationality","Bad","Ignorance",9
"R_1rAil9iM3uuajRO","Q9.MKB","2","morality","Bad","Knowledge",9
"R_1Igbakmew1f6LJu","Q9.MKB","1","morality","Bad","Knowledge",9
"R_1H74FkHSxEHhV1E","Q9.MKB","2","morality","Bad","Knowledge",9
"R_2dZtqvnBTBWdN3H","Q9.MKB","2","morality","Bad","Knowledge",9
"R_1EYTp4w46OyhCmo","Q9.MKB","2","morality","Bad","Knowledge",9
"R_sTfc3NCdOqjMUx3","Q9.MKB","1","morality","Bad","Knowledge",9
"R_3Db78Lm5ZIII1JV","Q9.MKB","2","morality","Bad","Knowledge",9
"R_2v2hw2cMU99VkDD","Q9.MKB","1","morality","Bad","Knowledge",9
"R_2SpGlzmszUawD2y","Q9.MKB","1","morality","Bad","Knowledge",9
"R_XHvdAnwym6hCVMJ","Q9.MKB","2","morality","Bad","Knowledge",9
"R_DCDcKKNtVabs0gx","Q9.MKB","1","morality","Bad","Knowledge",9
"R_3oAy4hgXJ1P6spF","Q9.MKB","1","morality","Bad","Knowledge",9
"R_yUwJZsL0gpE2Ndn","Q9.MKB","1","morality","Bad","Knowledge",9
"R_3G9fT546ey96hrQ","Q9.MKB","1","morality","Bad","Knowledge",9
"R_yHGcsELkjw1rNn3","Q9.MKB","1","morality","Bad","Knowledge",9
"R_2dRscYaUyAC220V","Q9.MKB","1","morality","Bad","Knowledge",9
"R_2ggAwkWBQKkDcKR","Q9.MKB","1","morality","Bad","Knowledge",9
"R_26hgMm9B09Xe7Wk","Q9.MKB","1","morality","Bad","Knowledge",9
"R_3fkl3wT610dOBrJ","Q9.MKB","1","morality","Bad","Knowledge",9
"R_1Q3Y3griXe3qHnc","Q9.MKB","1","morality","Bad","Knowledge",9
"R_2rwiUa7MJbiTWi5","Q9.MKB","1","morality","Bad","Knowledge",9
"R_2dpggEjUZx1i0w8","Q9.MKB","2","morality","Bad","Knowledge",9
"R_1eEJStFdisOROjv","Q9.MKB","1","morality","Bad","Knowledge",9
"R_3nUYaOw2h71wunw","Q9.MKB","1","morality","Bad","Knowledge",9
"R_819BvjnOuczUrzv","Q9.MKB","1","morality","Bad","Knowledge",9
"R_1dzwZ5p60NfCRbx","Q9.MIB","2","morality","Bad","Ignorance",9
"R_dmnAIEC7Ad9gAVD","Q9.MIB","1","morality","Bad","Ignorance",9
"R_2rjQ9EMQl6DNbyZ","Q9.MIB","1","morality","Bad","Ignorance",9
"R_3PELcJT287RTW0z","Q9.MIB","1","morality","Bad","Ignorance",9
"R_12QfCLXEQhxfWoU","Q9.MIB","2","morality","Bad","Ignorance",9
"R_2zqek4kO2u6gWvR","Q9.MIB","2","morality","Bad","Ignorance",9
"R_Tkh345DEf2RcOBz","Q9.MIB","1","morality","Bad","Ignorance",9
"R_9pJfYokXD7NLclj","Q9.MIB","1","morality","Bad","Ignorance",9
"R_237awkhpgFaMb4e","Q9.MIB","1","morality","Bad","Ignorance",9
"R_1dmZuqwrIfB4Fqb","Q9.MIB","1","morality","Bad","Ignorance",9
"R_2QG9fymIn9yjMYO","Q9.MIB","1","morality","Bad","Ignorance",9
"R_2U4L3NLbOTnuxxB","Q9.MIB","2","morality","Bad","Ignorance",9
"R_O3yEhxg1BHcbi9j","Q9.MIB","2","morality","Bad","Ignorance",9
"R_1rJFYYnm1Llcp2n","Q9.MIB","1","morality","Bad","Ignorance",9
"R_ZfrM1AHstfjRe0N","Q9.MIB","1","morality","Bad","Ignorance",9
"R_BLfHJ8b0SWYJPsB","Q9.MIB","1","morality","Bad","Ignorance",9
"R_exMaNqVuVMuKyxr","Q9.MIB","2","morality","Bad","Ignorance",9
"R_AAKD1XRCjIozCxj","Q9.MIB","2","morality","Bad","Ignorance",9
"R_1EhPsVv4ttckcIz","Q9.MIB","2","morality","Bad","Ignorance",9
"R_9QuuwMPT5qU2Dbr","Q9.MIB","1","morality","Bad","Ignorance",9
"R_3MR6ex9DPkGVXBn","Q9.MIB","1","morality","Bad","Ignorance",9
"R_6gUOzZ0mgs7Cf5v","Q9.MIB","1","morality","Bad","Ignorance",9
"R_vUorWU9Ixigf8Qh","Q9.MIB","2","morality","Bad","Ignorance",9
"R_2WPufpDRY0mEsNf","Q9.MIB","2","morality","Bad","Ignorance",9
"R_2tb2YKd4hPKb0Ty","Q9.MIB","2","morality","Bad","Ignorance",9
"R_SPQmo11QfvavNoR","Q9.RKG","2","rationality","Good","Knowledge",9
"R_3sn9fej8mQJvHPD","Q9.RKG","1","rationality","Good","Knowledge",9
"R_3R2AWOxC7hWjNqj","Q9.RKG","2","rationality","Good","Knowledge",9
"R_1fjejFI4WD8LEme","Q9.RKG","2","rationality","Good","Knowledge",9
"R_2ckGyiW1LUA23e4","Q9.RKG","2","rationality","Good","Knowledge",9
"R_1qUljBUmOGoYLQr","Q9.RKG","1","rationality","Good","Knowledge",9
"R_1E0zPfS61A1p93v","Q9.RKG","1","rationality","Good","Knowledge",9
"R_291bcJyLj97PVxP","Q9.RKG","2","rationality","Good","Knowledge",9
"R_1isv3Eyt5leZXz3","Q9.RKG","2","rationality","Good","Knowledge",9
"R_2VIONkeZj0Of7gg","Q9.RKG","2","rationality","Good","Knowledge",9
"R_24FLYlYvRP1AiOM","Q9.RKG","1","rationality","Good","Knowledge",9
"R_ugl7EIQljfxUwFP","Q9.RKG","1","rationality","Good","Knowledge",9
"R_prARRf5YMvhEwEN","Q9.RKG","1","rationality","Good","Knowledge",9
"R_3l8Uvxkomb3yHLD","Q9.RKG","2","rationality","Good","Knowledge",9
"R_2xxRJrZryENyNCC","Q9.RKG","1","rationality","Good","Knowledge",9
"R_7PAgh6QKf38Ods5","Q9.RKG","1","rationality","Good","Knowledge",9
"R_2qra0hlauy54r9I","Q9.RKG","1","rationality","Good","Knowledge",9
"R_1N35cRRGR4E3uLI","Q9.RKG","1","rationality","Good","Knowledge",9
"R_UKKZXBCkHsL6wAp","Q9.RKG","1","rationality","Good","Knowledge",9
"R_1dixcU1N1oMboCG","Q9.RKG","1","rationality","Good","Knowledge",9
"R_3j7OCKG1TXGVyzG","Q9.RKG","2","rationality","Good","Knowledge",9
"R_1FxKPezsZbnBuFk","Q9.RKG","1","rationality","Good","Knowledge",9
"R_aXdVb1OyOWNelcR","Q9.RKG","1","rationality","Good","Knowledge",9
"R_z0uRN61qIEUuR3P","Q9.RKG","1","rationality","Good","Knowledge",9
"R_2tMdGdjVe17nBDt","Q9.RIG","1","rationality","Good","Ignorance",9
"R_1Q56a0BgSTqTkRd","Q9.RIG","2","rationality","Good","Ignorance",9
"R_1JJuP7i7ZACFdby","Q9.RIG","1","rationality","Good","Ignorance",9
"R_0pnISAB21WFviCZ","Q9.RIG","1","rationality","Good","Ignorance",9
"R_25vDMx6HgnIRo3y","Q9.RIG","2","rationality","Good","Ignorance",9
"R_sNLCfzyhj0C6fDP","Q9.RIG","1","rationality","Good","Ignorance",9
"R_1LHyPswdsIaXhxR","Q9.RIG","2","rationality","Good","Ignorance",9
"R_297gdj5DMLYhOsh","Q9.RIG","2","rationality","Good","Ignorance",9
"R_3qrgt3uN1orLQ7U","Q9.RIG","2","rationality","Good","Ignorance",9
"R_3MsrUAn2xGEkFJM","Q9.RIG","1","rationality","Good","Ignorance",9
"R_3Ej2u6SvghKqkgP","Q9.RIG","2","rationality","Good","Ignorance",9
"R_1obgbdW7tDbvzdC","Q9.RIG","1","rationality","Good","Ignorance",9
"R_3jThMPE7sc03Kux","Q9.RIG","1","rationality","Good","Ignorance",9
"R_C2JjFzpEIeyXnPj","Q9.RIG","1","rationality","Good","Ignorance",9
"R_3JL7cqJFJtMQMZM","Q9.RIG","2","rationality","Good","Ignorance",9
"R_8owwVaLumTS8iPj","Q9.RIG","1","rationality","Good","Ignorance",9
"R_3PhSp43NynPctZK","Q9.RIG","1","rationality","Good","Ignorance",9
"R_12o3n1C1uCFnbTk","Q9.RIG","1","rationality","Good","Ignorance",9
"R_2ON2AB8H3OpSKm8","Q9.RIG","1","rationality","Good","Ignorance",9
"R_2ZNteU1WE2bmHFL","Q9.RIG","1","rationality","Good","Ignorance",9
"R_3RsXKaNWUT7TiBF","Q9.RIG","1","rationality","Good","Ignorance",9
"R_3rYv2fNPGChgnD4","Q9.RIG","1","rationality","Good","Ignorance",9
"R_WkQH6Sb65YbogTf","Q9.RIG","1","rationality","Good","Ignorance",9
"R_2UYM4PSbiyJmjkh","Q9.RIG","1","rationality","Good","Ignorance",9
"R_2YzbJ65NT9mHagv","Q9.MKG","2","morality","Good","Knowledge",9
"R_urh0bbQnYKqZC9j","Q9.MKG","1","morality","Good","Knowledge",9
"R_2ruRWfY1srJPt9Y","Q9.MKG","1","morality","Good","Knowledge",9
"R_2BgPCqjhDSDwebX","Q9.MKG","1","morality","Good","Knowledge",9
"R_3JEGYEHdPBFUpIK","Q9.MKG","1","morality","Good","Knowledge",9
"R_Zre2wGPfMk35rod","Q9.MKG","2","morality","Good","Knowledge",9
"R_3lRGuwnb28A0z8E","Q9.MKG","2","morality","Good","Knowledge",9
"R_erIbE7gfkKmR9fj","Q9.MKG","1","morality","Good","Knowledge",9
"R_pKOvRWAGi36ho41","Q9.MKG","2","morality","Good","Knowledge",9
"R_2usJKYN2fxmGaqr","Q9.MKG","1","morality","Good","Knowledge",9
"R_3k0PhdHRzw8dgKw","Q9.MKG","1","morality","Good","Knowledge",9
"R_2Wv8WsI5IyNGn8s","Q9.MKG","1","morality","Good","Knowledge",9
"R_4ZP6AOr2gTGNbJ7","Q9.MKG","1","morality","Good","Knowledge",9
"R_D8guIEc06taGiEF","Q9.MKG","1","morality","Good","Knowledge",9
"R_2BtFCeJEWbCnCXh","Q9.MKG","1","morality","Good","Knowledge",9
"R_1F32BFpAyAFvVro","Q9.MKG","2","morality","Good","Knowledge",9
"R_3Hiy3lnGOyNOIQK","Q9.MKG","2","morality","Good","Knowledge",9
"R_1qerst5YIleBPLi","Q9.MKG","1","morality","Good","Knowledge",9
"R_2YgEHZER2KaSsJs","Q9.MKG","1","morality","Good","Knowledge",9
"R_2QPuvmtMknIENPl","Q9.MKG","2","morality","Good","Knowledge",9
"R_2t9Tv7OY1RP1Mmg","Q9.MKG","1","morality","Good","Knowledge",9
"R_3KrrhQHv5txRxqF","Q9.MKG","1","morality","Good","Knowledge",9
"R_oY7WzPlSWPY0OQh","Q9.MKG","1","morality","Good","Knowledge",9
"R_1HcTQSsle1b5W9Z","Q9.MKG","2","morality","Good","Knowledge",9
"R_6xOgjjY4VZFZes9","Q9.MKG","1","morality","Good","Knowledge",9
"R_1r6YGajmAYrZrcm","Q9.MKG","1","morality","Good","Knowledge",9
"R_TnN90ewxdEWHzA5","Q9.MIG","1","morality","Good","Ignorance",9
"R_YRfOZy6uUd9c7rr","Q9.MIG","1","morality","Good","Ignorance",9
"R_31Y2IkuEiETOf8C","Q9.MIG","2","morality","Good","Ignorance",9
"R_29gZY78cWmLuSVa","Q9.MIG","1","morality","Good","Ignorance",9
"R_urC808lhWrMFmzD","Q9.MIG","1","morality","Good","Ignorance",9
"R_yTLvJWCZM8JSbzb","Q9.MIG","1","morality","Good","Ignorance",9
"R_2R8JI0SydRmUCQ0","Q9.MIG","2","morality","Good","Ignorance",9
"R_3fSDWmEJK0nBhYH","Q9.MIG","2","morality","Good","Ignorance",9
"R_3CUihRFtoCs4CdW","Q9.MIG","2","morality","Good","Ignorance",9
"R_22FYijS5cRyDKVy","Q9.MIG","1","morality","Good","Ignorance",9
"R_3PFuM7kKwr4wb0y","Q9.MIG","1","morality","Good","Ignorance",9
"R_3Dd1dIpubB6TP2e","Q9.MIG","2","morality","Good","Ignorance",9
"R_2q7QWLHOYQzMrIR","Q9.MIG","1","morality","Good","Ignorance",9
"R_6zD9vdwQaQVvfM1","Q9.MIG","1","morality","Good","Ignorance",9
"R_1M65CVtuebXn6KR","Q9.MIG","2","morality","Good","Ignorance",9
"R_1f9sVj8oK22Kn7n","Q9.MIG","1","morality","Good","Ignorance",9
"R_3fkNpAQgLjHI1iL","Q9.MIG","2","morality","Good","Ignorance",9
"R_3kn8tL3JGGHyzPi","Q9.MIG","2","morality","Good","Ignorance",9
"R_eWIqwZTxAKgzSwh","Q9.MIG","1","morality","Good","Ignorance",9
"R_cGFhb2noJ7lS94R","Q9.MIG","1","morality","Good","Ignorance",9
"R_3kpDHCggGacuKmR","Q9.MIG","1","morality","Good","Ignorance",9
"R_3gMEpLBVaR2xDe1","Q9.MIG","1","morality","Good","Ignorance",9
"R_3NUQ32EkN6ROPNY","Q9.MIG","2","morality","Good","Ignorance",9
"R_RJfOs15S5slmYVP","Q9.MIG","1","morality","Good","Ignorance",9
"R_Pvs9Ob5kC8WRNkZ","Q9.MIG","1","morality","Good","Ignorance",9
"R_0pnISAB21WFviCZ","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_2BgPCqjhDSDwebX","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_3R2AWOxC7hWjNqj","Q10.RKB","2","rationality","Bad","Knowledge",10
"R_1EYTp4w46OyhCmo","Q10.RKB","2","rationality","Bad","Knowledge",10
"R_25zuDzeoLn3448l","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_sNLCfzyhj0C6fDP","Q10.RKB","2","rationality","Bad","Knowledge",10
"R_sTfc3NCdOqjMUx3","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_2ZIT9WWvOSJD4MX","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_40i5GG4NcfPXmFj","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_2v2hw2cMU99VkDD","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_erIbE7gfkKmR9fj","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_3EvaxO5IfLPdamr","Q10.RKB","2","rationality","Bad","Knowledge",10
"R_3Ej2u6SvghKqkgP","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_22FYijS5cRyDKVy","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_2fpSRZUNqmFvZ13","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_D8guIEc06taGiEF","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_1f9sVj8oK22Kn7n","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_23d8E2wMMxSEzHE","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_2fGN17Nm7L4fHU8","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_1Q3Y3griXe3qHnc","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_YbLDHwJDAH3MVvr","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_2ZHMzvy2HuSkU0r","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_3rYv2fNPGChgnD4","Q10.RKB","2","rationality","Bad","Knowledge",10
"R_3j7OCKG1TXGVyzG","Q10.RKB","2","rationality","Bad","Knowledge",10
"R_Pvs9Ob5kC8WRNkZ","Q10.RKB","1","rationality","Bad","Knowledge",10
"R_1dzwZ5p60NfCRbx","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_2YzbJ65NT9mHagv","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_1qeWyXjLjMoMy0s","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_2dZtqvnBTBWdN3H","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_2ruRWfY1srJPt9Y","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_1JJuP7i7ZACFdby","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_3sn9fej8mQJvHPD","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_1E0zPfS61A1p93v","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_1NgFcADe0NXXlW6","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_3k0PhdHRzw8dgKw","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_3fjXJiVog897OTE","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_3oAy4hgXJ1P6spF","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_yUwJZsL0gpE2Ndn","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_3G9fT546ey96hrQ","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_2BtFCeJEWbCnCXh","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_BLfHJ8b0SWYJPsB","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_2S2duEBgZlNcO3q","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_214WjB6MJaAGLKJ","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_2ON2AB8H3OpSKm8","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_eWIqwZTxAKgzSwh","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_3KrrhQHv5txRxqF","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_6gUOzZ0mgs7Cf5v","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_vUorWU9Ixigf8Qh","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_1eEJStFdisOROjv","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_e3ukhtSJpqQF9Id","Q10.RIB","2","rationality","Bad","Ignorance",10
"R_3elmQ52YbmHk9gZ","Q10.RIB","1","rationality","Bad","Ignorance",10
"R_TnN90ewxdEWHzA5","Q10.MKB","2","morality","Bad","Knowledge",10
"R_1rAil9iM3uuajRO","Q10.MKB","1","morality","Bad","Knowledge",10
"R_dmnAIEC7Ad9gAVD","Q10.MKB","1","morality","Bad","Knowledge",10
"R_urh0bbQnYKqZC9j","Q10.MKB","1","morality","Bad","Knowledge",10
"R_1nO67HdszxSQ3kR","Q10.MKB","2","morality","Bad","Knowledge",10
"R_yTLvJWCZM8JSbzb","Q10.MKB","2","morality","Bad","Knowledge",10
"R_3JEGYEHdPBFUpIK","Q10.MKB","2","morality","Bad","Knowledge",10
"R_1LHyPswdsIaXhxR","Q10.MKB","1","morality","Bad","Knowledge",10
"R_Zre2wGPfMk35rod","Q10.MKB","2","morality","Bad","Knowledge",10
"R_viBzEheQF4dRkS5","Q10.MKB","1","morality","Bad","Knowledge",10
"R_1isv3Eyt5leZXz3","Q10.MKB","1","morality","Bad","Knowledge",10
"R_DCDcKKNtVabs0gx","Q10.MKB","1","morality","Bad","Knowledge",10
"R_3fTcfMmuGswY4dz","Q10.MKB","1","morality","Bad","Knowledge",10
"R_eIDGsOtzwTFr2ox","Q10.MKB","1","morality","Bad","Knowledge",10
"R_26hgMm9B09Xe7Wk","Q10.MKB","1","morality","Bad","Knowledge",10
"R_exMaNqVuVMuKyxr","Q10.MKB","1","morality","Bad","Knowledge",10
"R_1qerst5YIleBPLi","Q10.MKB","1","morality","Bad","Knowledge",10
"R_AAKD1XRCjIozCxj","Q10.MKB","1","morality","Bad","Knowledge",10
"R_2rwiUa7MJbiTWi5","Q10.MKB","2","morality","Bad","Knowledge",10
"R_2qra0hlauy54r9I","Q10.MKB","1","morality","Bad","Knowledge",10
"R_3MR6ex9DPkGVXBn","Q10.MKB","2","morality","Bad","Knowledge",10
"R_cAPmADXRHOXztSN","Q10.MKB","1","morality","Bad","Knowledge",10
"R_1FVmEUPZ3Mf74Gt","Q10.MKB","1","morality","Bad","Knowledge",10
"R_WkQH6Sb65YbogTf","Q10.MKB","2","morality","Bad","Knowledge",10
"R_3nUYaOw2h71wunw","Q10.MKB","1","morality","Bad","Knowledge",10
"R_2D8Kf7hPRFbrmV4","Q10.MKB","2","morality","Bad","Knowledge",10
"R_31Y2IkuEiETOf8C","Q10.MIB","1","morality","Bad","Ignorance",10
"R_29gZY78cWmLuSVa","Q10.MIB","2","morality","Bad","Ignorance",10
"R_1H74FkHSxEHhV1E","Q10.MIB","1","morality","Bad","Ignorance",10
"R_ufCDTRHutMvLVYJ","Q10.MIB","2","morality","Bad","Ignorance",10
"R_2zqek4kO2u6gWvR","Q10.MIB","1","morality","Bad","Ignorance",10
"R_2reUmYzDE3ma38B","Q10.MIB","2","morality","Bad","Ignorance",10
"R_2ckGyiW1LUA23e4","Q10.MIB","1","morality","Bad","Ignorance",10
"R_3CUihRFtoCs4CdW","Q10.MIB","2","morality","Bad","Ignorance",10
"R_9pJfYokXD7NLclj","Q10.MIB","1","morality","Bad","Ignorance",10
"R_pKOvRWAGi36ho41","Q10.MIB","2","morality","Bad","Ignorance",10
"R_2QG9fymIn9yjMYO","Q10.MIB","2","morality","Bad","Ignorance",10
"R_2Wv8WsI5IyNGn8s","Q10.MIB","1","morality","Bad","Ignorance",10
"R_etyun6P1xxEsVK9","Q10.MIB","2","morality","Bad","Ignorance",10
"R_2xxRJrZryENyNCC","Q10.MIB","2","morality","Bad","Ignorance",10
"R_3PSPuAjXOGLT0n7","Q10.MIB","2","morality","Bad","Ignorance",10
"R_7PAgh6QKf38Ods5","Q10.MIB","2","morality","Bad","Ignorance",10
"R_3fkl3wT610dOBrJ","Q10.MIB","2","morality","Bad","Ignorance",10
"R_3kn8tL3JGGHyzPi","Q10.MIB","2","morality","Bad","Ignorance",10
"R_12s5VWgPdrearCX","Q10.MIB","2","morality","Bad","Ignorance",10
"R_1N35cRRGR4E3uLI","Q10.MIB","2","morality","Bad","Ignorance",10
"R_9HwOwrBwwMbajYt","Q10.MIB","2","morality","Bad","Ignorance",10
"R_3NUQ32EkN6ROPNY","Q10.MIB","1","morality","Bad","Ignorance",10
"R_819BvjnOuczUrzv","Q10.MIB","2","morality","Bad","Ignorance",10
"R_6xOgjjY4VZFZes9","Q10.MIB","2","morality","Bad","Ignorance",10
"R_2tMdGdjVe17nBDt","Q10.RKG","1","rationality","Good","Knowledge",10
"R_1Igbakmew1f6LJu","Q10.RKG","1","rationality","Good","Knowledge",10
"R_1hFLyxPsKfKTcS1","Q10.RKG","2","rationality","Good","Knowledge",10
"R_urC808lhWrMFmzD","Q10.RKG","2","rationality","Good","Knowledge",10
"R_3Db78Lm5ZIII1JV","Q10.RKG","2","rationality","Good","Knowledge",10
"R_3lRGuwnb28A0z8E","Q10.RKG","1","rationality","Good","Knowledge",10
"R_2wSnWZJfwAqLkQC","Q10.RKG","1","rationality","Good","Knowledge",10
"R_237awkhpgFaMb4e","Q10.RKG","1","rationality","Good","Knowledge",10
"R_3MsrUAn2xGEkFJM","Q10.RKG","1","rationality","Good","Knowledge",10
"R_2V3ZEbsGB7I5t58","Q10.RKG","1","rationality","Good","Knowledge",10
"R_3jThMPE7sc03Kux","Q10.RKG","1","rationality","Good","Knowledge",10
"R_3fldJZ2PizyODxX","Q10.RKG","1","rationality","Good","Knowledge",10
"R_ZfrM1AHstfjRe0N","Q10.RKG","1","rationality","Good","Knowledge",10
"R_prARRf5YMvhEwEN","Q10.RKG","1","rationality","Good","Knowledge",10
"R_2dRscYaUyAC220V","Q10.RKG","2","rationality","Good","Knowledge",10
"R_1F32BFpAyAFvVro","Q10.RKG","1","rationality","Good","Knowledge",10
"R_3JL7cqJFJtMQMZM","Q10.RKG","1","rationality","Good","Knowledge",10
"R_2VL6GKOrGVSHBg4","Q10.RKG","2","rationality","Good","Knowledge",10
"R_3fkNpAQgLjHI1iL","Q10.RKG","2","rationality","Good","Knowledge",10
"R_2dpggEjUZx1i0w8","Q10.RKG","1","rationality","Good","Knowledge",10
"R_3RsXKaNWUT7TiBF","Q10.RKG","1","rationality","Good","Knowledge",10
"R_3gMEpLBVaR2xDe1","Q10.RKG","2","rationality","Good","Knowledge",10
"R_eaICbnGbjkrIJY5","Q10.RKG","2","rationality","Good","Knowledge",10
"R_1FxKPezsZbnBuFk","Q10.RKG","2","rationality","Good","Knowledge",10
"R_1dlU4Sc5IEBdAhw","Q10.RKG","1","rationality","Good","Knowledge",10
"R_2UYM4PSbiyJmjkh","Q10.RKG","2","rationality","Good","Knowledge",10
"R_2arw02fvwE0edbf","Q10.RIG","2","rationality","Good","Ignorance",10
"R_1Q56a0BgSTqTkRd","Q10.RIG","2","rationality","Good","Ignorance",10
"R_2rjQ9EMQl6DNbyZ","Q10.RIG","2","rationality","Good","Ignorance",10
"R_1jwbgefmcMf8RI2","Q10.RIG","2","rationality","Good","Ignorance",10
"R_1fjejFI4WD8LEme","Q10.RIG","2","rationality","Good","Ignorance",10
"R_3fSDWmEJK0nBhYH","Q10.RIG","2","rationality","Good","Ignorance",10
"R_3qrgt3uN1orLQ7U","Q10.RIG","1","rationality","Good","Ignorance",10
"R_Tkh345DEf2RcOBz","Q10.RIG","1","rationality","Good","Ignorance",10
"R_291bcJyLj97PVxP","Q10.RIG","1","rationality","Good","Ignorance",10
"R_2usJKYN2fxmGaqr","Q10.RIG","1","rationality","Good","Ignorance",10
"R_24FLYlYvRP1AiOM","Q10.RIG","1","rationality","Good","Ignorance",10
"R_O3yEhxg1BHcbi9j","Q10.RIG","2","rationality","Good","Ignorance",10
"R_1rJFYYnm1Llcp2n","Q10.RIG","2","rationality","Good","Ignorance",10
"R_2q7QWLHOYQzMrIR","Q10.RIG","1","rationality","Good","Ignorance",10
"R_6zD9vdwQaQVvfM1","Q10.RIG","2","rationality","Good","Ignorance",10
"R_3l8Uvxkomb3yHLD","Q10.RIG","2","rationality","Good","Ignorance",10
"R_1M65CVtuebXn6KR","Q10.RIG","2","rationality","Good","Ignorance",10
"R_3PhSp43NynPctZK","Q10.RIG","2","rationality","Good","Ignorance",10
"R_cGFhb2noJ7lS94R","Q10.RIG","1","rationality","Good","Ignorance",10
"R_1kHLS3K1DMUPZSn","Q10.RIG","1","rationality","Good","Ignorance",10
"R_1o0urljC4DDcDmD","Q10.RIG","2","rationality","Good","Ignorance",10
"R_UKKZXBCkHsL6wAp","Q10.RIG","2","rationality","Good","Ignorance",10
"R_2OI8rHDtYUfbZAM","Q10.RIG","2","rationality","Good","Ignorance",10
"R_3n6O7b7j1buyDz1","Q10.RIG","1","rationality","Good","Ignorance",10
"R_2tb2YKd4hPKb0Ty","Q10.RIG","2","rationality","Good","Ignorance",10
"R_YRfOZy6uUd9c7rr","Q10.MKG","2","morality","Good","Knowledge",10
"R_3DcHZv4Itf1OOYn","Q10.MKG","2","morality","Good","Knowledge",10
"R_3mjx1vchBZ5ELOC","Q10.MKG","1","morality","Good","Knowledge",10
