"subj","condCode","response","norm","outcome","knowledge","scenario"
"R_yHGcsELkjw1rNn3","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_2dRscYaUyAC220V","Q6.RKB","1","rationality","Bad","Knowledge",6
"R_3Hiy3lnGOyNOIQK","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_1Q3Y3griXe3qHnc","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_2rwiUa7MJbiTWi5","Q6.RKB","1","rationality","Bad","Knowledge",6
"R_1o0urljC4DDcDmD","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_1dixcU1N1oMboCG","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_cAPmADXRHOXztSN","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_1HcTQSsle1b5W9Z","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_3j7OCKG1TXGVyzG","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_1r6YGajmAYrZrcm","Q6.RKB","2","rationality","Bad","Knowledge",6
"R_2YzbJ65NT9mHagv","Q6.RIB","1","rationality","Bad","Ignorance",6
"R_31Y2IkuEiETOf8C","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_3R2AWOxC7hWjNqj","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_1EYTp4w46OyhCmo","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_Zre2wGPfMk35rod","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_291bcJyLj97PVxP","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_pKOvRWAGi36ho41","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_1isv3Eyt5leZXz3","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_2wdAi2Br036nb0x","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_1obgbdW7tDbvzdC","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_1dmZuqwrIfB4Fqb","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_3jThMPE7sc03Kux","Q6.RIB","1","rationality","Bad","Ignorance",6
"R_2fpSRZUNqmFvZ13","Q6.RIB","1","rationality","Bad","Ignorance",6
"R_2U4L3NLbOTnuxxB","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_yUwJZsL0gpE2Ndn","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_prARRf5YMvhEwEN","Q6.RIB","1","rationality","Bad","Ignorance",6
"R_2fGN17Nm7L4fHU8","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_1qerst5YIleBPLi","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_2t9Tv7OY1RP1Mmg","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_3KrrhQHv5txRxqF","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_UKKZXBCkHsL6wAp","Q6.RIB","1","rationality","Bad","Ignorance",6
"R_1FVmEUPZ3Mf74Gt","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_2OI8rHDtYUfbZAM","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_1eEJStFdisOROjv","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_1dlU4Sc5IEBdAhw","Q6.RIB","2","rationality","Bad","Ignorance",6
"R_urh0bbQnYKqZC9j","Q6.MKB","1","morality","Bad","Knowledge",6
"R_1Igbakmew1f6LJu","Q6.MKB","2","morality","Bad","Knowledge",6
"R_1hFLyxPsKfKTcS1","Q6.MKB","1","morality","Bad","Knowledge",6
"R_1JJuP7i7ZACFdby","Q6.MKB","1","morality","Bad","Knowledge",6
"R_urC808lhWrMFmzD","Q6.MKB","2","morality","Bad","Knowledge",6
"R_2zqek4kO2u6gWvR","Q6.MKB","1","morality","Bad","Knowledge",6
"R_2reUmYzDE3ma38B","Q6.MKB","1","morality","Bad","Knowledge",6
"R_Tkh345DEf2RcOBz","Q6.MKB","2","morality","Bad","Knowledge",6
"R_9pJfYokXD7NLclj","Q6.MKB","1","morality","Bad","Knowledge",6
"R_22FYijS5cRyDKVy","Q6.MKB","1","morality","Bad","Knowledge",6
"R_2V3ZEbsGB7I5t58","Q6.MKB","2","morality","Bad","Knowledge",6
"R_DCDcKKNtVabs0gx","Q6.MKB","2","morality","Bad","Knowledge",6
"R_eIDGsOtzwTFr2ox","Q6.MKB","1","morality","Bad","Knowledge",6
"R_6zD9vdwQaQVvfM1","Q6.MKB","2","morality","Bad","Knowledge",6
"R_1M65CVtuebXn6KR","Q6.MKB","1","morality","Bad","Knowledge",6
"R_BMt6NhCDEuBcRs5","Q6.MKB","2","morality","Bad","Knowledge",6
"R_3PSPuAjXOGLT0n7","Q6.MKB","1","morality","Bad","Knowledge",6
"R_12o3n1C1uCFnbTk","Q6.MKB","1","morality","Bad","Knowledge",6
"R_214WjB6MJaAGLKJ","Q6.MKB","2","morality","Bad","Knowledge",6
"R_1kHLS3K1DMUPZSn","Q6.MKB","2","morality","Bad","Knowledge",6
"R_1EhPsVv4ttckcIz","Q6.MKB","1","morality","Bad","Knowledge",6
"R_oY7WzPlSWPY0OQh","Q6.MKB","1","morality","Bad","Knowledge",6
"R_3n6O7b7j1buyDz1","Q6.MKB","1","morality","Bad","Knowledge",6
"R_eaICbnGbjkrIJY5","Q6.MKB","2","morality","Bad","Knowledge",6
"R_2UYM4PSbiyJmjkh","Q6.MKB","2","morality","Bad","Knowledge",6
"R_2BgPCqjhDSDwebX","Q6.MIB","2","morality","Bad","Ignorance",6
"R_3sn9fej8mQJvHPD","Q6.MIB","2","morality","Bad","Ignorance",6
"R_3fSDWmEJK0nBhYH","Q6.MIB","2","morality","Bad","Ignorance",6
"R_sTfc3NCdOqjMUx3","Q6.MIB","2","morality","Bad","Ignorance",6
"R_2ZIT9WWvOSJD4MX","Q6.MIB","1","morality","Bad","Ignorance",6
"R_2wSnWZJfwAqLkQC","Q6.MIB","1","morality","Bad","Ignorance",6
"R_40i5GG4NcfPXmFj","Q6.MIB","2","morality","Bad","Ignorance",6
"R_3qrgt3uN1orLQ7U","Q6.MIB","1","morality","Bad","Ignorance",6
"R_erIbE7gfkKmR9fj","Q6.MIB","2","morality","Bad","Ignorance",6
"R_3MsrUAn2xGEkFJM","Q6.MIB","2","morality","Bad","Ignorance",6
"R_3k0PhdHRzw8dgKw","Q6.MIB","1","morality","Bad","Ignorance",6
"R_3fTcfMmuGswY4dz","Q6.MIB","2","morality","Bad","Ignorance",6
"R_O3yEhxg1BHcbi9j","Q6.MIB","1","morality","Bad","Ignorance",6
"R_C2JjFzpEIeyXnPj","Q6.MIB","2","morality","Bad","Ignorance",6
"R_3oAy4hgXJ1P6spF","Q6.MIB","1","morality","Bad","Ignorance",6
"R_3G9fT546ey96hrQ","Q6.MIB","1","morality","Bad","Ignorance",6
"R_7PAgh6QKf38Ods5","Q6.MIB","1","morality","Bad","Ignorance",6
"R_3fkl3wT610dOBrJ","Q6.MIB","2","morality","Bad","Ignorance",6
"R_2QPuvmtMknIENPl","Q6.MIB","2","morality","Bad","Ignorance",6
"R_AAKD1XRCjIozCxj","Q6.MIB","2","morality","Bad","Ignorance",6
"R_1N35cRRGR4E3uLI","Q6.MIB","2","morality","Bad","Ignorance",6
"R_2ZHMzvy2HuSkU0r","Q6.MIB","2","morality","Bad","Ignorance",6
"R_3nUYaOw2h71wunw","Q6.MIB","2","morality","Bad","Ignorance",6
"R_6xOgjjY4VZFZes9","Q6.MIB","2","morality","Bad","Ignorance",6
"R_3elmQ52YbmHk9gZ","Q6.MIB","2","morality","Bad","Ignorance",6
"R_2arw02fvwE0edbf","Q6.RKG","2","rationality","Good","Knowledge",6
"R_29gZY78cWmLuSVa","Q6.RKG","1","rationality","Good","Knowledge",6
"R_3mjx1vchBZ5ELOC","Q6.RKG","2","rationality","Good","Knowledge",6
"R_3JEGYEHdPBFUpIK","Q6.RKG","1","rationality","Good","Knowledge",6
"R_SPQmo11QfvavNoR","Q6.RKG","2","rationality","Good","Knowledge",6
"R_2CwR7eHcvokbNsI","Q6.RKG","1","rationality","Good","Knowledge",6
"R_sNLCfzyhj0C6fDP","Q6.RKG","2","rationality","Good","Knowledge",6
"R_1E0zPfS61A1p93v","Q6.RKG","1","rationality","Good","Knowledge",6
"R_1NgFcADe0NXXlW6","Q6.RKG","1","rationality","Good","Knowledge",6
"R_237awkhpgFaMb4e","Q6.RKG","2","rationality","Good","Knowledge",6
"R_3PFuM7kKwr4wb0y","Q6.RKG","2","rationality","Good","Knowledge",6
"R_2Wv8WsI5IyNGn8s","Q6.RKG","1","rationality","Good","Knowledge",6
"R_ugl7EIQljfxUwFP","Q6.RKG","2","rationality","Good","Knowledge",6
"R_4ZP6AOr2gTGNbJ7","Q6.RKG","2","rationality","Good","Knowledge",6
"R_1f9sVj8oK22Kn7n","Q6.RKG","2","rationality","Good","Knowledge",6
"R_2ggAwkWBQKkDcKR","Q6.RKG","1","rationality","Good","Knowledge",6
"R_3fkNpAQgLjHI1iL","Q6.RKG","1","rationality","Good","Knowledge",6
"R_2ON2AB8H3OpSKm8","Q6.RKG","2","rationality","Good","Knowledge",6
"R_cGFhb2noJ7lS94R","Q6.RKG","2","rationality","Good","Knowledge",6
"R_3kpDHCggGacuKmR","Q6.RKG","2","rationality","Good","Knowledge",6
"R_3RsXKaNWUT7TiBF","Q6.RKG","2","rationality","Good","Knowledge",6
"R_9HwOwrBwwMbajYt","Q6.RKG","1","rationality","Good","Knowledge",6
"R_3gMEpLBVaR2xDe1","Q6.RKG","2","rationality","Good","Knowledge",6
"R_WkQH6Sb65YbogTf","Q6.RKG","2","rationality","Good","Knowledge",6
"R_819BvjnOuczUrzv","Q6.RKG","2","rationality","Good","Knowledge",6
"R_2D8Kf7hPRFbrmV4","Q6.RKG","1","rationality","Good","Knowledge",6
"R_YRfOZy6uUd9c7rr","Q6.RIG","1","rationality","Good","Ignorance",6
"R_dmnAIEC7Ad9gAVD","Q6.RIG","1","rationality","Good","Ignorance",6
"R_2ruRWfY1srJPt9Y","Q6.RIG","2","rationality","Good","Ignorance",6
"R_3LXDud0GwTjSMR0","Q6.RIG","2","rationality","Good","Ignorance",6
"R_25zuDzeoLn3448l","Q6.RIG","2","rationality","Good","Ignorance",6
"R_Zt97GexYmGMFelb","Q6.RIG","2","rationality","Good","Ignorance",6
"R_2v2hw2cMU99VkDD","Q6.RIG","2","rationality","Good","Ignorance",6
"R_2SpGlzmszUawD2y","Q6.RIG","2","rationality","Good","Ignorance",6
"R_2usJKYN2fxmGaqr","Q6.RIG","2","rationality","Good","Ignorance",6
"R_24FLYlYvRP1AiOM","Q6.RIG","2","rationality","Good","Ignorance",6
"R_3fjXJiVog897OTE","Q6.RIG","2","rationality","Good","Ignorance",6
"R_2q7QWLHOYQzMrIR","Q6.RIG","2","rationality","Good","Ignorance",6
"R_2BtFCeJEWbCnCXh","Q6.RIG","2","rationality","Good","Ignorance",6
"R_BLfHJ8b0SWYJPsB","Q6.RIG","2","rationality","Good","Ignorance",6
"R_1F32BFpAyAFvVro","Q6.RIG","2","rationality","Good","Ignorance",6
"R_3JL7cqJFJtMQMZM","Q6.RIG","2","rationality","Good","Ignorance",6
"R_OBSlSrQ1Id9FADD","Q6.RIG","2","rationality","Good","Ignorance",6
"R_2VL6GKOrGVSHBg4","Q6.RIG","2","rationality","Good","Ignorance",6
"R_eWIqwZTxAKgzSwh","Q6.RIG","2","rationality","Good","Ignorance",6
"R_9QuuwMPT5qU2Dbr","Q6.RIG","2","rationality","Good","Ignorance",6
"R_6gUOzZ0mgs7Cf5v","Q6.RIG","2","rationality","Good","Ignorance",6
"R_vUorWU9Ixigf8Qh","Q6.RIG","2","rationality","Good","Ignorance",6
"R_3rYv2fNPGChgnD4","Q6.RIG","2","rationality","Good","Ignorance",6
"R_2WPufpDRY0mEsNf","Q6.RIG","2","rationality","Good","Ignorance",6
"R_2tb2YKd4hPKb0Ty","Q6.RIG","2","rationality","Good","Ignorance",6
"R_z0uRN61qIEUuR3P","Q6.RIG","2","rationality","Good","Ignorance",6
"R_TnN90ewxdEWHzA5","Q6.MKG","1","morality","Good","Knowledge",6
"R_1dzwZ5p60NfCRbx","Q6.MKG","2","morality","Good","Knowledge",6
"R_1Q56a0BgSTqTkRd","Q6.MKG","1","morality","Good","Knowledge",6
"R_1H74FkHSxEHhV1E","Q6.MKG","1","morality","Good","Knowledge",6
"R_2dZtqvnBTBWdN3H","Q6.MKG","2","morality","Good","Knowledge",6
"R_0pnISAB21WFviCZ","Q6.MKG","2","morality","Good","Knowledge",6
"R_1jwbgefmcMf8RI2","Q6.MKG","1","morality","Good","Knowledge",6
"R_1fjejFI4WD8LEme","Q6.MKG","2","morality","Good","Knowledge",6
"R_297gdj5DMLYhOsh","Q6.MKG","2","morality","Good","Knowledge",6
"R_3CUihRFtoCs4CdW","Q6.MKG","2","morality","Good","Knowledge",6
"R_3EvaxO5IfLPdamr","Q6.MKG","1","morality","Good","Knowledge",6
"R_3Ej2u6SvghKqkgP","Q6.MKG","2","morality","Good","Knowledge",6
"R_1rJFYYnm1Llcp2n","Q6.MKG","2","morality","Good","Knowledge",6
"R_D8guIEc06taGiEF","Q6.MKG","2","morality","Good","Knowledge",6
"R_2S2duEBgZlNcO3q","Q6.MKG","2","morality","Good","Knowledge",6
"R_23d8E2wMMxSEzHE","Q6.MKG","1","morality","Good","Knowledge",6
"R_8owwVaLumTS8iPj","Q6.MKG","2","morality","Good","Knowledge",6
"R_3PhSp43NynPctZK","Q6.MKG","1","morality","Good","Knowledge",6
"R_2YgEHZER2KaSsJs","Q6.MKG","1","morality","Good","Knowledge",6
"R_3rIqCSFrAsZ7u4d","Q6.MKG","2","morality","Good","Knowledge",6
"R_2ZNteU1WE2bmHFL","Q6.MKG","1","morality","Good","Knowledge",6
"R_YbLDHwJDAH3MVvr","Q6.MKG","2","morality","Good","Knowledge",6
"R_3NUQ32EkN6ROPNY","Q6.MKG","2","morality","Good","Knowledge",6
"R_1FxKPezsZbnBuFk","Q6.MKG","2","morality","Good","Knowledge",6
"R_aXdVb1OyOWNelcR","Q6.MKG","2","morality","Good","Knowledge",6
"R_1qeWyXjLjMoMy0s","Q6.MIG","1","morality","Good","Ignorance",6
"R_2rjQ9EMQl6DNbyZ","Q6.MIG","2","morality","Good","Ignorance",6
"R_ufCDTRHutMvLVYJ","Q6.MIG","1","morality","Good","Ignorance",6
"R_2R8JI0SydRmUCQ0","Q6.MIG","2","morality","Good","Ignorance",6
"R_25vDMx6HgnIRo3y","Q6.MIG","1","morality","Good","Ignorance",6
"R_2ckGyiW1LUA23e4","Q6.MIG","1","morality","Good","Ignorance",6
"R_3lRGuwnb28A0z8E","Q6.MIG","2","morality","Good","Ignorance",6
"R_1qUljBUmOGoYLQr","Q6.MIG","2","morality","Good","Ignorance",6
"R_2VO6tEjBWzxv1qT","Q6.MIG","2","morality","Good","Ignorance",6
"R_2QG9fymIn9yjMYO","Q6.MIG","2","morality","Good","Ignorance",6
"R_3fldJZ2PizyODxX","Q6.MIG","2","morality","Good","Ignorance",6
"R_ZfrM1AHstfjRe0N","Q6.MIG","2","morality","Good","Ignorance",6
"R_3Dd1dIpubB6TP2e","Q6.MIG","2","morality","Good","Ignorance",6
"R_etyun6P1xxEsVK9","Q6.MIG","2","morality","Good","Ignorance",6
"R_2xxRJrZryENyNCC","Q6.MIG","2","morality","Good","Ignorance",6
"R_26hgMm9B09Xe7Wk","Q6.MIG","2","morality","Good","Ignorance",6
"R_exMaNqVuVMuKyxr","Q6.MIG","2","morality","Good","Ignorance",6
"R_3kn8tL3JGGHyzPi","Q6.MIG","2","morality","Good","Ignorance",6
"R_2qra0hlauy54r9I","Q6.MIG","2","morality","Good","Ignorance",6
"R_12s5VWgPdrearCX","Q6.MIG","1","morality","Good","Ignorance",6
"R_2dpggEjUZx1i0w8","Q6.MIG","1","morality","Good","Ignorance",6
"R_3MR6ex9DPkGVXBn","Q6.MIG","2","morality","Good","Ignorance",6
"R_RJfOs15S5slmYVP","Q6.MIG","2","morality","Good","Ignorance",6
"R_Pvs9Ob5kC8WRNkZ","Q6.MIG","2","morality","Good","Ignorance",6
"R_e3ukhtSJpqQF9Id","Q6.MIG","2","morality","Good","Ignorance",6
"R_3DcHZv4Itf1OOYn","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_0pnISAB21WFviCZ","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_2rjQ9EMQl6DNbyZ","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_3sn9fej8mQJvHPD","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_1qUljBUmOGoYLQr","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_1NgFcADe0NXXlW6","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_9pJfYokXD7NLclj","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_1isv3Eyt5leZXz3","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_3Ej2u6SvghKqkgP","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_1obgbdW7tDbvzdC","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_3jThMPE7sc03Kux","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_DCDcKKNtVabs0gx","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_C2JjFzpEIeyXnPj","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_3Dd1dIpubB6TP2e","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_yHGcsELkjw1rNn3","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_BMt6NhCDEuBcRs5","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_2dRscYaUyAC220V","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_3fkl3wT610dOBrJ","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_3kn8tL3JGGHyzPi","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_1o0urljC4DDcDmD","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_3KrrhQHv5txRxqF","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_1FVmEUPZ3Mf74Gt","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_3rYv2fNPGChgnD4","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_WkQH6Sb65YbogTf","Q7.RKB","2","rationality","Bad","Knowledge",7
"R_2UYM4PSbiyJmjkh","Q7.RKB","1","rationality","Bad","Knowledge",7
"R_2arw02fvwE0edbf","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_1rAil9iM3uuajRO","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_1Q56a0BgSTqTkRd","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_1JJuP7i7ZACFdby","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_3LXDud0GwTjSMR0","Q7.RIB","1","rationality","Bad","Ignorance",7
"R_yTLvJWCZM8JSbzb","Q7.RIB","1","rationality","Bad","Ignorance",7
"R_12QfCLXEQhxfWoU","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_3lRGuwnb28A0z8E","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_2wdAi2Br036nb0x","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_XHvdAnwym6hCVMJ","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_3fldJZ2PizyODxX","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_6zD9vdwQaQVvfM1","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_etyun6P1xxEsVK9","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_1F32BFpAyAFvVro","Q7.RIB","1","rationality","Bad","Ignorance",7
"R_3Hiy3lnGOyNOIQK","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_3PSPuAjXOGLT0n7","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_23d8E2wMMxSEzHE","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_3fkNpAQgLjHI1iL","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_eWIqwZTxAKgzSwh","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_1N35cRRGR4E3uLI","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_UKKZXBCkHsL6wAp","Q7.RIB","1","rationality","Bad","Ignorance",7
"R_3gMEpLBVaR2xDe1","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_3j7OCKG1TXGVyzG","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_Pvs9Ob5kC8WRNkZ","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_6xOgjjY4VZFZes9","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_z0uRN61qIEUuR3P","Q7.RIB","2","rationality","Bad","Ignorance",7
"R_2tMdGdjVe17nBDt","Q7.MKB","2","morality","Bad","Knowledge",7
"R_31Y2IkuEiETOf8C","Q7.MKB","1","morality","Bad","Knowledge",7
"R_29gZY78cWmLuSVa","Q7.MKB","1","morality","Bad","Knowledge",7
"R_urC808lhWrMFmzD","Q7.MKB","2","morality","Bad","Knowledge",7
"R_1EYTp4w46OyhCmo","Q7.MKB","2","morality","Bad","Knowledge",7
"R_2CwR7eHcvokbNsI","Q7.MKB","1","morality","Bad","Knowledge",7
"R_3qrgt3uN1orLQ7U","Q7.MKB","2","morality","Bad","Knowledge",7
"R_291bcJyLj97PVxP","Q7.MKB","2","morality","Bad","Knowledge",7
"R_pKOvRWAGi36ho41","Q7.MKB","1","morality","Bad","Knowledge",7
"R_2VIONkeZj0Of7gg","Q7.MKB","2","morality","Bad","Knowledge",7
"R_2V3ZEbsGB7I5t58","Q7.MKB","1","morality","Bad","Knowledge",7
"R_1rJFYYnm1Llcp2n","Q7.MKB","2","morality","Bad","Knowledge",7
"R_ZfrM1AHstfjRe0N","Q7.MKB","1","morality","Bad","Knowledge",7
"R_3oAy4hgXJ1P6spF","Q7.MKB","1","morality","Bad","Knowledge",7
"R_3G9fT546ey96hrQ","Q7.MKB","1","morality","Bad","Knowledge",7
"R_8owwVaLumTS8iPj","Q7.MKB","1","morality","Bad","Knowledge",7
"R_3PhSp43NynPctZK","Q7.MKB","1","morality","Bad","Knowledge",7
"R_2YgEHZER2KaSsJs","Q7.MKB","1","morality","Bad","Knowledge",7
"R_cGFhb2noJ7lS94R","Q7.MKB","1","morality","Bad","Knowledge",7
"R_3kpDHCggGacuKmR","Q7.MKB","1","morality","Bad","Knowledge",7
"R_2qra0hlauy54r9I","Q7.MKB","2","morality","Bad","Knowledge",7
"R_3MR6ex9DPkGVXBn","Q7.MKB","1","morality","Bad","Knowledge",7
"R_1HcTQSsle1b5W9Z","Q7.MKB","1","morality","Bad","Knowledge",7
"R_3nUYaOw2h71wunw","Q7.MKB","1","morality","Bad","Knowledge",7
"R_819BvjnOuczUrzv","Q7.MKB","2","morality","Bad","Knowledge",7
"R_1dzwZ5p60NfCRbx","Q7.MIB","1","morality","Bad","Ignorance",7
"R_1qeWyXjLjMoMy0s","Q7.MIB","1","morality","Bad","Ignorance",7
"R_dmnAIEC7Ad9gAVD","Q7.MIB","1","morality","Bad","Ignorance",7
"R_3mjx1vchBZ5ELOC","Q7.MIB","2","morality","Bad","Ignorance",7
"R_ufCDTRHutMvLVYJ","Q7.MIB","1","morality","Bad","Ignorance",7
"R_25zuDzeoLn3448l","Q7.MIB","1","morality","Bad","Ignorance",7
"R_sTfc3NCdOqjMUx3","Q7.MIB","2","morality","Bad","Ignorance",7
"R_3Db78Lm5ZIII1JV","Q7.MIB","2","morality","Bad","Ignorance",7
"R_2ckGyiW1LUA23e4","Q7.MIB","2","morality","Bad","Ignorance",7
"R_2ZIT9WWvOSJD4MX","Q7.MIB","2","morality","Bad","Ignorance",7
"R_1E0zPfS61A1p93v","Q7.MIB","2","morality","Bad","Ignorance",7
"R_erIbE7gfkKmR9fj","Q7.MIB","1","morality","Bad","Ignorance",7
"R_3MsrUAn2xGEkFJM","Q7.MIB","2","morality","Bad","Ignorance",7
"R_22FYijS5cRyDKVy","Q7.MIB","1","morality","Bad","Ignorance",7
"R_2U4L3NLbOTnuxxB","Q7.MIB","2","morality","Bad","Ignorance",7
"R_yUwJZsL0gpE2Ndn","Q7.MIB","1","morality","Bad","Ignorance",7
"R_1qerst5YIleBPLi","Q7.MIB","2","morality","Bad","Ignorance",7
"R_3rIqCSFrAsZ7u4d","Q7.MIB","1","morality","Bad","Ignorance",7
"R_1Q3Y3griXe3qHnc","Q7.MIB","1","morality","Bad","Ignorance",7
"R_1kHLS3K1DMUPZSn","Q7.MIB","2","morality","Bad","Ignorance",7
"R_2dpggEjUZx1i0w8","Q7.MIB","2","morality","Bad","Ignorance",7
"R_1EhPsVv4ttckcIz","Q7.MIB","2","morality","Bad","Ignorance",7
"R_oY7WzPlSWPY0OQh","Q7.MIB","2","morality","Bad","Ignorance",7
"R_1FxKPezsZbnBuFk","Q7.MIB","2","morality","Bad","Ignorance",7
"R_2tb2YKd4hPKb0Ty","Q7.MIB","1","morality","Bad","Ignorance",7
"R_TnN90ewxdEWHzA5","Q7.RKG","1","rationality","Good","Knowledge",7
"R_2YzbJ65NT9mHagv","Q7.RKG","2","rationality","Good","Knowledge",7
"R_1hFLyxPsKfKTcS1","Q7.RKG","2","rationality","Good","Knowledge",7
"R_1nO67HdszxSQ3kR","Q7.RKG","2","rationality","Good","Knowledge",7
"R_3PELcJT287RTW0z","Q7.RKG","2","rationality","Good","Knowledge",7
"R_1jwbgefmcMf8RI2","Q7.RKG","2","rationality","Good","Knowledge",7
"R_2BgPCqjhDSDwebX","Q7.RKG","2","rationality","Good","Knowledge",7
"R_2zqek4kO2u6gWvR","Q7.RKG","2","rationality","Good","Knowledge",7
"R_2R8JI0SydRmUCQ0","Q7.RKG","2","rationality","Good","Knowledge",7
"R_297gdj5DMLYhOsh","Q7.RKG","2","rationality","Good","Knowledge",7
"R_237awkhpgFaMb4e","Q7.RKG","2","rationality","Good","Knowledge",7
"R_3k0PhdHRzw8dgKw","Q7.RKG","1","rationality","Good","Knowledge",7
"R_3fTcfMmuGswY4dz","Q7.RKG","2","rationality","Good","Knowledge",7
"R_O3yEhxg1BHcbi9j","Q7.RKG","2","rationality","Good","Knowledge",7
"R_D8guIEc06taGiEF","Q7.RKG","2","rationality","Good","Knowledge",7
"R_BLfHJ8b0SWYJPsB","Q7.RKG","2","rationality","Good","Knowledge",7
"R_2S2duEBgZlNcO3q","Q7.RKG","1","rationality","Good","Knowledge",7
"R_26hgMm9B09Xe7Wk","Q7.RKG","2","rationality","Good","Knowledge",7
"R_AAKD1XRCjIozCxj","Q7.RKG","2","rationality","Good","Knowledge",7
"R_2rwiUa7MJbiTWi5","Q7.RKG","2","rationality","Good","Knowledge",7
"R_2ZNteU1WE2bmHFL","Q7.RKG","1","rationality","Good","Knowledge",7
"R_1dixcU1N1oMboCG","Q7.RKG","2","rationality","Good","Knowledge",7
"R_3NUQ32EkN6ROPNY","Q7.RKG","2","rationality","Good","Knowledge",7
"R_RJfOs15S5slmYVP","Q7.RKG","1","rationality","Good","Knowledge",7
"R_2WPufpDRY0mEsNf","Q7.RKG","2","rationality","Good","Knowledge",7
"R_2D8Kf7hPRFbrmV4","Q7.RKG","1","rationality","Good","Knowledge",7
"R_YRfOZy6uUd9c7rr","Q7.RIG","1","rationality","Good","Ignorance",7
"R_1H74FkHSxEHhV1E","Q7.RIG","2","rationality","Good","Ignorance",7
"R_3R2AWOxC7hWjNqj","Q7.RIG","2","rationality","Good","Ignorance",7
"R_25vDMx6HgnIRo3y","Q7.RIG","2","rationality","Good","Ignorance",7
"R_2wSnWZJfwAqLkQC","Q7.RIG","1","rationality","Good","Ignorance",7
"R_2v2hw2cMU99VkDD","Q7.RIG","2","rationality","Good","Ignorance",7
"R_2SpGlzmszUawD2y","Q7.RIG","2","rationality","Good","Ignorance",7
