"subj","key","value","quest","vign","cond","norm","knowledge","outcome"
"R_1j81MYOOvUb72Zw","MOR13.MIG","2","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_XsNe3Zd1DVl1Dq1","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_1rNABCQLfGsabgC","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_2c1T9PYxBKcBRzv","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_Z3iaM83FxKdnKz7","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_2z6C3H6ziUkTYb4","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_1reQmhV7MHR1Hjd","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_26bVztdvcmp8BFF","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_27dPUMh2YsN8tL8","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_2e2N00EI0ckZAA6","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_2uWJCBdJpAtMFUw","MOR13.MIG","1","Morality","13","MIG","Moral","Ignorance","Good Outcome"
"R_2Ytin91h8nvssDV","RAT13.MIG","5","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_3dEacrXEDPu37re","RAT13.MIG","4","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_3sslnUcV4zywwDd","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1owpLqAhomJbqLA","RAT13.MIG","3","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1pAI15UyGZ5zq21","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_2E5nKKuoxcOOe55","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_2y3LkEAghkf0N4l","RAT13.MIG","3","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1jTIkuunUX6Tldu","RAT13.MIG","2","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1nUCbhkBuDSPQZb","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_0dIqsoLA4bhUxEJ","RAT13.MIG","2","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_3j2911pazmJqBQY","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_3EooUhbefzP7wTS","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1OBnPYMt6qgk5bm","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_3lrehgvkjdSEPDj","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1j81MYOOvUb72Zw","RAT13.MIG","2","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_XsNe3Zd1DVl1Dq1","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1rNABCQLfGsabgC","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_2c1T9PYxBKcBRzv","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_Z3iaM83FxKdnKz7","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_2z6C3H6ziUkTYb4","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1reQmhV7MHR1Hjd","RAT13.MIG","4","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_26bVztdvcmp8BFF","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_27dPUMh2YsN8tL8","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_2e2N00EI0ckZAA6","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_2uWJCBdJpAtMFUw","RAT13.MIG","1","Rationaliity","13","MIG","Moral","Ignorance","Good Outcome"
"R_1GNckx8iR0MyB53","MOR14.RKB","6","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_77YMSCwDHQBtynf","MOR14.RKB","4","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3dEacrXEDPu37re","MOR14.RKB","5","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1hFpJO86VERnx5F","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1hSz0Jm1UlkYLv3","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_RWZqZe6IB87Zd1n","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3MQgazHr2PORZoF","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_qQIhaR6uiDnK1vH","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_2upNOfxuM42nqCu","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3dEoUSu6qECFvKn","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3qHyb5ZjhcoXpSg","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1OBnPYMt6qgk5bm","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1HqI9csHbUabml7","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1j81MYOOvUb72Zw","MOR14.RKB","2","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3nfrl4lwiRmjrbK","MOR14.RKB","2","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1Aga2njqskcPlCx","MOR14.RKB","4","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1mpYMLn3bHMBNJ6","MOR14.RKB","3","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_2tqURiLTFn9WlHP","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3GfyJpTBwVugnJb","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_01bV1iz8tBW0JP3","MOR14.RKB","4","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1reQmhV7MHR1Hjd","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_eEc8NFvfssWnOUh","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1lcmFF3SVmwpTCA","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_8filTUw4nwyQyat","MOR14.RKB","2","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_2BqzFPGiuVehjZi","MOR14.RKB","2","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_27wl9xEnemWuTXg","MOR14.RKB","1","Morality","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1GNckx8iR0MyB53","RAT14.RKB","4","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_77YMSCwDHQBtynf","RAT14.RKB","4","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3dEacrXEDPu37re","RAT14.RKB","5","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1hFpJO86VERnx5F","RAT14.RKB","4","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1hSz0Jm1UlkYLv3","RAT14.RKB","1","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_RWZqZe6IB87Zd1n","RAT14.RKB","7","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3MQgazHr2PORZoF","RAT14.RKB","6","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_qQIhaR6uiDnK1vH","RAT14.RKB","5","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_2upNOfxuM42nqCu","RAT14.RKB","4","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3dEoUSu6qECFvKn","RAT14.RKB","4","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3qHyb5ZjhcoXpSg","RAT14.RKB","7","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1OBnPYMt6qgk5bm","RAT14.RKB","1","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1HqI9csHbUabml7","RAT14.RKB","1","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1j81MYOOvUb72Zw","RAT14.RKB","5","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3nfrl4lwiRmjrbK","RAT14.RKB","2","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1Aga2njqskcPlCx","RAT14.RKB","4","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1mpYMLn3bHMBNJ6","RAT14.RKB","6","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_2tqURiLTFn9WlHP","RAT14.RKB","4","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_3GfyJpTBwVugnJb","RAT14.RKB","7","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_01bV1iz8tBW0JP3","RAT14.RKB","7","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1reQmhV7MHR1Hjd","RAT14.RKB","1","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_eEc8NFvfssWnOUh","RAT14.RKB","4","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_1lcmFF3SVmwpTCA","RAT14.RKB","7","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_8filTUw4nwyQyat","RAT14.RKB","6","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_2BqzFPGiuVehjZi","RAT14.RKB","5","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_27wl9xEnemWuTXg","RAT14.RKB","5","Rationaliity","14","RKB","Rational","Knowledge","Bad Outcome"
"R_Q534Tnfs8LfhP45","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3gYMp48vyvxcl3v","MOR14.RIB","4","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3oMfMZATScx3dLo","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_oXeMJqMvHYpgfdv","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2E5nKKuoxcOOe55","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_8doNoWWh9PSxA8p","MOR14.RIB","3","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2y3LkEAghkf0N4l","MOR14.RIB","4","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_8oXnAAFcxaK83vz","MOR14.RIB","2","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2TUhjcLKKYyUSyK","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3012Nf3o7r10OSk","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3rJmHS6AcVh0mA5","MOR14.RIB","2","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_1nUCbhkBuDSPQZb","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_YYKKu3bxNR3uiM9","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3j2911pazmJqBQY","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_1K9ENKGtHpJ9WqV","MOR14.RIB","4","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_1JCxB01GB5QpQd7","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_xbICNVUV6i3EwSd","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_tE79OZEDTUawN2N","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_12liuamNAMTTASg","MOR14.RIB","2","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_6MtqNC0dygQS5I5","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2z6C3H6ziUkTYb4","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_26bVztdvcmp8BFF","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3h4nff7B6R88rHr","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3NWoJHQmhRAQrD8","MOR14.RIB","4","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_24jAeOHgczY4IBn","MOR14.RIB","3","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2uWJCBdJpAtMFUw","MOR14.RIB","1","Morality","14","RIB","Rational","Ignorance","Bad Outcome"
"R_Q534Tnfs8LfhP45","RAT14.RIB","1","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3gYMp48vyvxcl3v","RAT14.RIB","4","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3oMfMZATScx3dLo","RAT14.RIB","1","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_oXeMJqMvHYpgfdv","RAT14.RIB","3","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2E5nKKuoxcOOe55","RAT14.RIB","5","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_8doNoWWh9PSxA8p","RAT14.RIB","3","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2y3LkEAghkf0N4l","RAT14.RIB","3","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_8oXnAAFcxaK83vz","RAT14.RIB","5","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2TUhjcLKKYyUSyK","RAT14.RIB","1","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3012Nf3o7r10OSk","RAT14.RIB","1","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3rJmHS6AcVh0mA5","RAT14.RIB","6","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_1nUCbhkBuDSPQZb","RAT14.RIB","1","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_YYKKu3bxNR3uiM9","RAT14.RIB","6","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3j2911pazmJqBQY","RAT14.RIB","1","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_1K9ENKGtHpJ9WqV","RAT14.RIB","4","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_1JCxB01GB5QpQd7","RAT14.RIB","5","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_xbICNVUV6i3EwSd","RAT14.RIB","1","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_tE79OZEDTUawN2N","RAT14.RIB","4","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_12liuamNAMTTASg","RAT14.RIB","2","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_6MtqNC0dygQS5I5","RAT14.RIB","4","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2z6C3H6ziUkTYb4","RAT14.RIB","3","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_26bVztdvcmp8BFF","RAT14.RIB","4","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3h4nff7B6R88rHr","RAT14.RIB","5","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_3NWoJHQmhRAQrD8","RAT14.RIB","4","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_24jAeOHgczY4IBn","RAT14.RIB","2","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_2uWJCBdJpAtMFUw","RAT14.RIB","3","Rationaliity","14","RIB","Rational","Ignorance","Bad Outcome"
"R_10CLRuXIHceFlgX","MOR14.MKB","4","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_vSwTWM7OPbELGtX","MOR14.MKB","4","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_yNJqQLUiI0ZYfpn","MOR14.MKB","5","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_3fIXTvdzh8oxV1L","MOR14.MKB","6","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_tXtI1MKEITZSY8N","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_V4J6BIXwRTnACBj","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_1q9FXqVDkncqZdx","MOR14.MKB","1","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_0dIqsoLA4bhUxEJ","MOR14.MKB","4","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_3EooUhbefzP7wTS","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_PA6KpxrYWZ5Jo4N","MOR14.MKB","3","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_XXS7n0tnh79dTe9","MOR14.MKB","1","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2Qml6F0sgElV2vJ","MOR14.MKB","1","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_3rJ51T2ruwNbfAU","MOR14.MKB","5","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2U9I3DclKD2Xixl","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_1QF5ePps1pJim3v","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_3NO47xvvycbvzBG","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2D7GOZXVcjokPUR","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2Cq3QWBzV1OPZyN","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_25DUqlbL8SGqIxj","MOR14.MKB","4","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2eQe2N5vS0VzuL6","MOR14.MKB","3","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2thE9cXB0Rrflqr","MOR14.MKB","3","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2tLu9ls2YYb7lab","MOR14.MKB","6","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2e2N00EI0ckZAA6","MOR14.MKB","5","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2BhahPgfSz2lD66","MOR14.MKB","7","Morality","14","MKB","Moral","Knowledge","Bad Outcome"
"R_10CLRuXIHceFlgX","RAT14.MKB","4","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_vSwTWM7OPbELGtX","RAT14.MKB","5","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_yNJqQLUiI0ZYfpn","RAT14.MKB","5","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_3fIXTvdzh8oxV1L","RAT14.MKB","5","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_tXtI1MKEITZSY8N","RAT14.MKB","7","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_V4J6BIXwRTnACBj","RAT14.MKB","4","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_1q9FXqVDkncqZdx","RAT14.MKB","6","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_0dIqsoLA4bhUxEJ","RAT14.MKB","4","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_3EooUhbefzP7wTS","RAT14.MKB","7","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_PA6KpxrYWZ5Jo4N","RAT14.MKB","2","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_XXS7n0tnh79dTe9","RAT14.MKB","6","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2Qml6F0sgElV2vJ","RAT14.MKB","1","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_3rJ51T2ruwNbfAU","RAT14.MKB","7","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2U9I3DclKD2Xixl","RAT14.MKB","7","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_1QF5ePps1pJim3v","RAT14.MKB","7","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_3NO47xvvycbvzBG","RAT14.MKB","6","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2D7GOZXVcjokPUR","RAT14.MKB","4","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2Cq3QWBzV1OPZyN","RAT14.MKB","6","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_25DUqlbL8SGqIxj","RAT14.MKB","3","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2eQe2N5vS0VzuL6","RAT14.MKB","6","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2thE9cXB0Rrflqr","RAT14.MKB","3","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2tLu9ls2YYb7lab","RAT14.MKB","4","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2e2N00EI0ckZAA6","RAT14.MKB","5","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2BhahPgfSz2lD66","RAT14.MKB","7","Rationaliity","14","MKB","Moral","Knowledge","Bad Outcome"
"R_2BaE06eFVQCbqBt","MOR14.MIB","6","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_1gLyO0SlHXS3vKs","MOR14.MIB","4","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2rjSi9liLXRDZN7","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2f7Cpx4ZrV14c3I","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3CVkUpSS8ZyY507","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3Gj34JHw1lpXmi9","MOR14.MIB","5","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_1laYtVxtoX1Y33F","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_UMFIGTr6BLH2Qal","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3OcVOM5Ujy545zh","MOR14.MIB","5","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_1rPIB8J29JnErnm","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_urYr3uwPboDvrtD","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_07YMsQv4tVac8MN","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3fcx83rEW5yjiXr","MOR14.MIB","6","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2zB0f6P5WEMqAVs","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3po36aIE81qzB29","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_afxGr8OkWrqX7ON","MOR14.MIB","7","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_u1vCx4a5in54gMx","MOR14.MIB","6","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3lYPAV0pVf3w6cC","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_5n0pcMbiqjK1h8B","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2fBaVreqDqBruXh","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_Z3iaM83FxKdnKz7","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_22DhPx3Bg9eSZ1X","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3Ge8Mw7q22SmTYJ","MOR14.MIB","1","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_w1yiYligPGlVtMR","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3IWhbP0bgUtdAHa","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3hbCIAeeJzdgmjJ","MOR14.MIB","2","Morality","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2BaE06eFVQCbqBt","RAT14.MIB","4","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_1gLyO0SlHXS3vKs","RAT14.MIB","4","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2rjSi9liLXRDZN7","RAT14.MIB","3","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2f7Cpx4ZrV14c3I","RAT14.MIB","1","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3CVkUpSS8ZyY507","RAT14.MIB","6","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3Gj34JHw1lpXmi9","RAT14.MIB","4","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_1laYtVxtoX1Y33F","RAT14.MIB","5","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_UMFIGTr6BLH2Qal","RAT14.MIB","2","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3OcVOM5Ujy545zh","RAT14.MIB","6","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_1rPIB8J29JnErnm","RAT14.MIB","2","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_urYr3uwPboDvrtD","RAT14.MIB","1","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_07YMsQv4tVac8MN","RAT14.MIB","5","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3fcx83rEW5yjiXr","RAT14.MIB","5","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2zB0f6P5WEMqAVs","RAT14.MIB","2","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3po36aIE81qzB29","RAT14.MIB","1","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_afxGr8OkWrqX7ON","RAT14.MIB","7","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_u1vCx4a5in54gMx","RAT14.MIB","7","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_3lYPAV0pVf3w6cC","RAT14.MIB","1","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_5n0pcMbiqjK1h8B","RAT14.MIB","1","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
"R_2fBaVreqDqBruXh","RAT14.MIB","4","Rationaliity","14","MIB","Moral","Ignorance","Bad Outcome"
