"subj","condCode","response","question","condition","norm","knowledge","outcome","scenario"
"R_tGRkiKDkkvWJ93r","cfcon15.RKB",3,"Counterfactual","RKB","Rational","Knowledge","Bad","15"
"R_3Kon1jEqQzgGuVB","cfcon15.RKB",4,"Counterfactual","RKB","Rational","Knowledge","Bad","15"
"R_1pG5mBtKIxnqGnO","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_2qDT71gLL4Hk6vv","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_3MhcvekzVVQmq9K","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_1r6rftvmunezmgH","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_1mEPplXG1S1byZk","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_1fcLslsYDzHkPkX","modal15.RIB",6,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_3j06XDAEQQt4jr7","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_3KJBZQUIuTjlI9w","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_1yQuwM4zOo4dJ3b","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_1PTT7UhdFcvEKmy","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_1g79WCSHXjX1Oum","modal15.RIB",4,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_xlJn1owsf7H4bYJ","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_2tfIYrx749HK8CG","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_qWxcgLnJWQRYXD3","modal15.RIB",6,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_3hmfrCT3qgMGaw2","modal15.RIB",3,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_1CdoRpQleaXI3VH","modal15.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_31QvDFlole4FKf1","modal15.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_2AEvrCWHyDaqQGW","modal15.RIB",6,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_26aPTh9Gercv8Qr","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_WBWvbEjSABZO7Dz","modal15.RIB",3,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_3PRxXiFanpRuuUd","modal15.RIB",6,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_2viUaPPHtmxjlJh","modal15.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_3qkRM6NEe9FKRsH","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_2zj86hFTqo01dmO","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_3FVyUUwUXjhlkjh","modal15.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_2CevzaEKHQAo5RF","modal15.RIB",4,"Modal","RIB","Rational","Ignorance","Bad","15"
"R_1pG5mBtKIxnqGnO","cfcon15.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_2qDT71gLL4Hk6vv","cfcon15.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1eFR8vCjQSfiWkR","cfcon15.RIB",5,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_3MhcvekzVVQmq9K","cfcon15.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1r6rftvmunezmgH","cfcon15.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1mEPplXG1S1byZk","cfcon15.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1fcLslsYDzHkPkX","cfcon15.RIB",5,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_3j06XDAEQQt4jr7","cfcon15.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_3KJBZQUIuTjlI9w","cfcon15.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1yQuwM4zOo4dJ3b","cfcon15.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1PTT7UhdFcvEKmy","cfcon15.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1g79WCSHXjX1Oum","cfcon15.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_xlJn1owsf7H4bYJ","cfcon15.RIB",7,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_2tfIYrx749HK8CG","cfcon15.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_qWxcgLnJWQRYXD3","cfcon15.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_3hmfrCT3qgMGaw2","cfcon15.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1CdoRpQleaXI3VH","cfcon15.RIB",6,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_31QvDFlole4FKf1","cfcon15.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_2AEvrCWHyDaqQGW","cfcon15.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_26aPTh9Gercv8Qr","cfcon15.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_WBWvbEjSABZO7Dz","cfcon15.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_3PRxXiFanpRuuUd","cfcon15.RIB",6,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_2viUaPPHtmxjlJh","cfcon15.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_3qkRM6NEe9FKRsH","cfcon15.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_2zj86hFTqo01dmO","cfcon15.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_3FVyUUwUXjhlkjh","cfcon15.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_2CevzaEKHQAo5RF","cfcon15.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","15"
"R_1GNPUifrgPBMutY","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_1QF7CJB3xYH1Icq","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_W6elBmY4AViabeh","modal15.MKB",2,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_eJyWjB3Dc3WPwM9","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_3I6pW4s1kg4iYh9","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_10vX9T52oPWrTLJ","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_cMSuiMRDel77KBb","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_DOBeWdlEkhBgOAx","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_SIAQASYqIuxVDxL","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_3gSZJBI6KHBPEV1","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_29mnmtAbEKgctEK","modal15.MKB",6,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_12uqGUOWaJ4H6y2","modal15.MKB",2,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_1IshVKNKN1LgoEP","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_3smLuaBwoGVnZ6l","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_r0Frma5r7H9iDfP","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_2zLQcLTZqcn8rk0","modal15.MKB",4,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_22t8qaFSNOW6NaY","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_2Bs2OJTQ9pd2DFU","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_232DP1M0SBEVBPI","modal15.MKB",2,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_qFnm0Hn6XktUxTH","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_T7TBXbVlOp1xv7X","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_1Qg852HQQx1vtOy","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_2VfQOAxxT4qdLhH","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_1gGdR3WedEy1k7m","modal15.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","15"
"R_1GNPUifrgPBMutY","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_1QF7CJB3xYH1Icq","cfcon15.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_W6elBmY4AViabeh","cfcon15.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_eJyWjB3Dc3WPwM9","cfcon15.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_3I6pW4s1kg4iYh9","cfcon15.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_10vX9T52oPWrTLJ","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_cMSuiMRDel77KBb","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_DOBeWdlEkhBgOAx","cfcon15.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_SIAQASYqIuxVDxL","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_3gSZJBI6KHBPEV1","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_29mnmtAbEKgctEK","cfcon15.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_12uqGUOWaJ4H6y2","cfcon15.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_1IshVKNKN1LgoEP","cfcon15.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_3smLuaBwoGVnZ6l","cfcon15.MKB",7,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_r0Frma5r7H9iDfP","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_2zLQcLTZqcn8rk0","cfcon15.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_22t8qaFSNOW6NaY","cfcon15.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_2Bs2OJTQ9pd2DFU","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_232DP1M0SBEVBPI","cfcon15.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_qFnm0Hn6XktUxTH","cfcon15.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_T7TBXbVlOp1xv7X","cfcon15.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_1Qg852HQQx1vtOy","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_2VfQOAxxT4qdLhH","cfcon15.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_1gGdR3WedEy1k7m","cfcon15.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","15"
"R_2dX5vjScs3dhAvA","modal15.MIB",5,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_2dmV8ojWzFBuwiN","modal15.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_3dGOW8YWTwvPThc","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_Di8zhIWOlKCczu1","modal15.MIB",3,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_3ikURr3SIES6E2A","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_2cvY0q0ayCid5Uq","modal15.MIB",3,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_0wY7sC3OQrERB17","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_3gZ5FnxZ8ETqMGq","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_sZreUobYOytPAOJ","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_1FRtHoVcApPfjiM","modal15.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_ABrk0eHbrCeYYN3","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_2cjU8rp151bTQwU","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_1QrowfcYKg51Keg","modal15.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_3lGJifwXCX32Woh","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_1jqToYreXLlQK9Q","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_3lVVu8jKcFBYfct","modal15.MIB",3,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_2DNTT8UC7LmQQ6g","modal15.MIB",7,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_2QRK0cLaIiK4FuW","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_2Xilbtw1C0b1a1V","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_vrbxBSNlMdLfVcJ","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_1K7lJXp9KsEtpHv","modal15.MIB",7,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_7R37HsxcVJrVmqB","modal15.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_vcojCNrIffrYfCN","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_CkKeHsPMkW6QDWF","modal15.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_1IMcijtD842i3aC","modal15.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","15"
"R_2dX5vjScs3dhAvA","cfcon15.MIB",5,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_2dmV8ojWzFBuwiN","cfcon15.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_3dGOW8YWTwvPThc","cfcon15.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_Di8zhIWOlKCczu1","cfcon15.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_3ikURr3SIES6E2A","cfcon15.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_2cvY0q0ayCid5Uq","cfcon15.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_0wY7sC3OQrERB17","cfcon15.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_3gZ5FnxZ8ETqMGq","cfcon15.MIB",5,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_sZreUobYOytPAOJ","cfcon15.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_1FRtHoVcApPfjiM","cfcon15.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_ABrk0eHbrCeYYN3","cfcon15.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_2cjU8rp151bTQwU","cfcon15.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_1QrowfcYKg51Keg","cfcon15.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_3lGJifwXCX32Woh","cfcon15.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_1jqToYreXLlQK9Q","cfcon15.MIB",6,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_3lVVu8jKcFBYfct","cfcon15.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_2DNTT8UC7LmQQ6g","cfcon15.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_2QRK0cLaIiK4FuW","cfcon15.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_2Xilbtw1C0b1a1V","cfcon15.MIB",5,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_vrbxBSNlMdLfVcJ","cfcon15.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_1K7lJXp9KsEtpHv","cfcon15.MIB",5,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_7R37HsxcVJrVmqB","cfcon15.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_vcojCNrIffrYfCN","cfcon15.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_CkKeHsPMkW6QDWF","cfcon15.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_1IMcijtD842i3aC","cfcon15.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","15"
"R_1oI0U4y4giW2UL8","modal15.RKG",2,"Modal","RKG","Rational","Knowledge","Good","15"
"R_O1muBpwwMSdwLXX","modal15.RKG",7,"Modal","RKG","Rational","Knowledge","Good","15"
"R_2zdsiAOc8eopgE4","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_8D2pEXgecD6VZjb","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_12x7nwOFtxtrjBa","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_1isdeGaE6xlU1wU","modal15.RKG",6,"Modal","RKG","Rational","Knowledge","Good","15"
"R_XzjyG1lK7fthkZj","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_332ACriUFOPwkKD","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_3JEhmuK87kLkPFL","modal15.RKG",7,"Modal","RKG","Rational","Knowledge","Good","15"
"R_BM1ZuHybXwizrvr","modal15.RKG",4,"Modal","RKG","Rational","Knowledge","Good","15"
"R_32RYhYLGMP6HwHw","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_cNnY3VvHshfc21r","modal15.RKG",6,"Modal","RKG","Rational","Knowledge","Good","15"
"R_3er8NGLub9PKygR","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_24B23RNPE8oUKnE","modal15.RKG",2,"Modal","RKG","Rational","Knowledge","Good","15"
"R_qW5IyYGRImDyiEV","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_1d6L5VGaQgiaKR2","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_3IQ5KJYT3Mwl0hl","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_10A9Sh44pk6Cfwx","modal15.RKG",7,"Modal","RKG","Rational","Knowledge","Good","15"
"R_3hsjgTRmjJbVnSy","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_rpfI4aHaCJx46Tn","modal15.RKG",5,"Modal","RKG","Rational","Knowledge","Good","15"
"R_uq9GmqjJUiccgXD","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_1Qh1a5kI4qY3GR6","modal15.RKG",4,"Modal","RKG","Rational","Knowledge","Good","15"
"R_2E3Sf1eabVPNIOa","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_2AZERoMQvlU7h9H","modal15.RKG",1,"Modal","RKG","Rational","Knowledge","Good","15"
"R_1QhKOwI30KI1xeF","modal15.RKG",7,"Modal","RKG","Rational","Knowledge","Good","15"
"R_1oI0U4y4giW2UL8","cfcon15.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_O1muBpwwMSdwLXX","cfcon15.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_2zdsiAOc8eopgE4","cfcon15.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_8D2pEXgecD6VZjb","cfcon15.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_12x7nwOFtxtrjBa","cfcon15.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_1isdeGaE6xlU1wU","cfcon15.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_XzjyG1lK7fthkZj","cfcon15.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_332ACriUFOPwkKD","cfcon15.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_3JEhmuK87kLkPFL","cfcon15.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_BM1ZuHybXwizrvr","cfcon15.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_32RYhYLGMP6HwHw","cfcon15.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_cNnY3VvHshfc21r","cfcon15.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_3er8NGLub9PKygR","cfcon15.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_24B23RNPE8oUKnE","cfcon15.RKG",3,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_qW5IyYGRImDyiEV","cfcon15.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_1d6L5VGaQgiaKR2","cfcon15.RKG",7,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_3IQ5KJYT3Mwl0hl","cfcon15.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_10A9Sh44pk6Cfwx","cfcon15.RKG",3,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_3hsjgTRmjJbVnSy","cfcon15.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_rpfI4aHaCJx46Tn","cfcon15.RKG",3,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_uq9GmqjJUiccgXD","cfcon15.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_1Qh1a5kI4qY3GR6","cfcon15.RKG",5,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_2E3Sf1eabVPNIOa","cfcon15.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_2AZERoMQvlU7h9H","cfcon15.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_1QhKOwI30KI1xeF","cfcon15.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","15"
"R_1imxL31aVxgcj3K","modal15.RIG",2,"Modal","RIG","Rational","Ignorance","Good","15"
"R_aXEiArnwBQgF1EB","modal15.RIG",4,"Modal","RIG","Rational","Ignorance","Good","15"
"R_eyRTSh4XcbdimQ1","modal15.RIG",2,"Modal","RIG","Rational","Ignorance","Good","15"
"R_0dhbjUrTCtAtXMd","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_2dmqWK2SOVEa2zA","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_1hA0IsvBHxVRavp","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_2D1f7ZKCD0Y9Yny","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_2PAKvIZqAYoNLi1","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_30f2EmuXwbX8glU","modal15.RIG",4,"Modal","RIG","Rational","Ignorance","Good","15"
"R_1mdUzu10MnDZeEq","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_C1i0rdteKNUEuC5","modal15.RIG",3,"Modal","RIG","Rational","Ignorance","Good","15"
"R_1nUSaL4IdtOVUUF","modal15.RIG",3,"Modal","RIG","Rational","Ignorance","Good","15"
"R_3qKZVz0OqqpWkbb","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_3lyOTCGOWe6OkvL","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_3gTt6IDanmfB19b","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_2Yujt1CjcDmoITT","modal15.RIG",7,"Modal","RIG","Rational","Ignorance","Good","15"
"R_8D3XIqs3yIUMlz3","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_3Lejh1X7VLYJzFx","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_1DwKCdiqp01vqnm","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_117KJMGbhP4kjhM","modal15.RIG",2,"Modal","RIG","Rational","Ignorance","Good","15"
"R_2VvC2xLg94Bhj4w","modal15.RIG",6,"Modal","RIG","Rational","Ignorance","Good","15"
"R_1FPSl5PEjkbySIN","modal15.RIG",2,"Modal","RIG","Rational","Ignorance","Good","15"
"R_ZlQUcyoFaUqqmd3","modal15.RIG",1,"Modal","RIG","Rational","Ignorance","Good","15"
"R_1imxL31aVxgcj3K","cfcon15.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_aXEiArnwBQgF1EB","cfcon15.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_eyRTSh4XcbdimQ1","cfcon15.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_0dhbjUrTCtAtXMd","cfcon15.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_2dmqWK2SOVEa2zA","cfcon15.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_1hA0IsvBHxVRavp","cfcon15.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_2D1f7ZKCD0Y9Yny","cfcon15.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_2PAKvIZqAYoNLi1","cfcon15.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_30f2EmuXwbX8glU","cfcon15.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_1mdUzu10MnDZeEq","cfcon15.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_C1i0rdteKNUEuC5","cfcon15.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_1nUSaL4IdtOVUUF","cfcon15.RIG",6,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_VILXAlcSyziRWbD","cfcon15.RIG",7,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_3qKZVz0OqqpWkbb","cfcon15.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_3lyOTCGOWe6OkvL","cfcon15.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_3gTt6IDanmfB19b","cfcon15.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_2Yujt1CjcDmoITT","cfcon15.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_8D3XIqs3yIUMlz3","cfcon15.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_3Lejh1X7VLYJzFx","cfcon15.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_1DwKCdiqp01vqnm","cfcon15.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","15"
"R_117KJMGbhP4kjhM","cfcon15.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","15"
