"subj","condCode","response","question","condition","norm","knowledge","outcome","scenario"
"R_1DTpKBP583HFVLL","modal05.RKB",5,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_3MJRtGtKeUrs8NH","modal05.RKB",2,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_8D2pEXgecD6VZjb","modal05.RKB",7,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_XzjyG1lK7fthkZj","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2uO3aCdEYJpowbT","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_3gZ5FnxZ8ETqMGq","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_BM1ZuHybXwizrvr","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_cNnY3VvHshfc21r","modal05.RKB",3,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2tfIYrx749HK8CG","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_21bI4ZZiA3PtlbD","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_24B23RNPE8oUKnE","modal05.RKB",5,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_3sz7mcWGzdi3lL6","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_3gTt6IDanmfB19b","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2Yujt1CjcDmoITT","modal05.RKB",6,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_uq9GmqjJUiccgXD","modal05.RKB",2,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_7WllRKNyTuIG7QJ","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2Xilbtw1C0b1a1V","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_20NbRXnF8gDaVxw","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2viUaPPHtmxjlJh","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_8wsGTZ9mjV5I1Mt","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_tGRkiKDkkvWJ93r","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2zj86hFTqo01dmO","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2CevzaEKHQAo5RF","modal05.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","05"
"R_2dX5vjScs3dhAvA","cfcon05.RKB",5,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_2qDT71gLL4Hk6vv","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_1DTpKBP583HFVLL","cfcon05.RKB",7,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_3MJRtGtKeUrs8NH","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_8D2pEXgecD6VZjb","cfcon05.RKB",4,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_XzjyG1lK7fthkZj","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_2uO3aCdEYJpowbT","cfcon05.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_3gZ5FnxZ8ETqMGq","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_BM1ZuHybXwizrvr","cfcon05.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_cNnY3VvHshfc21r","cfcon05.RKB",3,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_2tfIYrx749HK8CG","cfcon05.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_21bI4ZZiA3PtlbD","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_24B23RNPE8oUKnE","cfcon05.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_3sz7mcWGzdi3lL6","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_3gTt6IDanmfB19b","cfcon05.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_2Yujt1CjcDmoITT","cfcon05.RKB",7,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_uq9GmqjJUiccgXD","cfcon05.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_7WllRKNyTuIG7QJ","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_2Xilbtw1C0b1a1V","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_20NbRXnF8gDaVxw","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_2viUaPPHtmxjlJh","cfcon05.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_8wsGTZ9mjV5I1Mt","cfcon05.RKB",4,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_tGRkiKDkkvWJ93r","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_2zj86hFTqo01dmO","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_2CevzaEKHQAo5RF","cfcon05.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","05"
"R_31vgs7oEcAUUBCK","modal05.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_1pG5mBtKIxnqGnO","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_3smqMd6i0nnfVrs","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_2zdsiAOc8eopgE4","modal05.RIB",5,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_8wT6budSaGnIHXb","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_1eFR8vCjQSfiWkR","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_1GNPUifrgPBMutY","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_3MhcvekzVVQmq9K","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_PzcHZuk8JeKFzMd","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_1mmEf6xTqE8g0oR","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_0wY7sC3OQrERB17","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_332ACriUFOPwkKD","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_2fJUuROj6MseEX5","modal05.RIB",3,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_3hmfrCT3qgMGaw2","modal05.RIB",3,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_DtO9oubikR5IdAl","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_VILXAlcSyziRWbD","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_3smLuaBwoGVnZ6l","modal05.RIB",4,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_2VEC0273mQxcWbq","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_22t8qaFSNOW6NaY","modal05.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_3Lejh1X7VLYJzFx","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_117KJMGbhP4kjhM","modal05.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_1K7lJXp9KsEtpHv","modal05.RIB",3,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_7R37HsxcVJrVmqB","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_3FVyUUwUXjhlkjh","modal05.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_1gGdR3WedEy1k7m","modal05.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","05"
"R_31vgs7oEcAUUBCK","cfcon05.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_1pG5mBtKIxnqGnO","cfcon05.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_3smqMd6i0nnfVrs","cfcon05.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_2zdsiAOc8eopgE4","cfcon05.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_8wT6budSaGnIHXb","cfcon05.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_1eFR8vCjQSfiWkR","cfcon05.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_1GNPUifrgPBMutY","cfcon05.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_3MhcvekzVVQmq9K","cfcon05.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_PzcHZuk8JeKFzMd","cfcon05.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_1mmEf6xTqE8g0oR","cfcon05.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_0wY7sC3OQrERB17","cfcon05.RIB",7,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_332ACriUFOPwkKD","cfcon05.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_2fJUuROj6MseEX5","cfcon05.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_3hmfrCT3qgMGaw2","cfcon05.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_DtO9oubikR5IdAl","cfcon05.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_VILXAlcSyziRWbD","cfcon05.RIB",7,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_3smLuaBwoGVnZ6l","cfcon05.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_2VEC0273mQxcWbq","cfcon05.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_22t8qaFSNOW6NaY","cfcon05.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_3Lejh1X7VLYJzFx","cfcon05.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_117KJMGbhP4kjhM","cfcon05.RIB",5,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_1K7lJXp9KsEtpHv","cfcon05.RIB",6,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_7R37HsxcVJrVmqB","cfcon05.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_3FVyUUwUXjhlkjh","cfcon05.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_1gGdR3WedEy1k7m","cfcon05.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","05"
"R_1imxL31aVxgcj3K","modal05.MKB",2,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_PA0t9g6GuqSq0TL","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_eyRTSh4XcbdimQ1","modal05.MKB",2,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_1QF7CJB3xYH1Icq","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_W6elBmY4AViabeh","modal05.MKB",2,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_Di8zhIWOlKCczu1","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_3ikURr3SIES6E2A","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_etGXYThtTJLdMPf","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_2pQ7O3y4jPY96s3","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_32RYhYLGMP6HwHw","modal05.MKB",2,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_cMSuiMRDel77KBb","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_2huctdogELfUrzr","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_DOBeWdlEkhBgOAx","modal05.MKB",4,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_1eWv2WjPJTy8MF2","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_3isc8N8zrArMolr","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_29mnmtAbEKgctEK","modal05.MKB",3,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_r0Frma5r7H9iDfP","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_1mJgjKIrGA3czPW","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_3PRxXiFanpRuuUd","modal05.MKB",4,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_3qqIQqWcBt9sUBH","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_1DwKCdiqp01vqnm","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_3Ja4CAfRxzZya2V","modal05.MKB",2,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_1IyARULBdLXQsiE","modal05.MKB",1,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_2VJGRZcGjaSWdUN","modal05.MKB",5,"Modal","MKB","Moral","Knowledge","Bad","05"
"R_1imxL31aVxgcj3K","cfcon05.MKB",5,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_PA0t9g6GuqSq0TL","cfcon05.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_eyRTSh4XcbdimQ1","cfcon05.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_1QF7CJB3xYH1Icq","cfcon05.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_W6elBmY4AViabeh","cfcon05.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_Di8zhIWOlKCczu1","cfcon05.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_3ikURr3SIES6E2A","cfcon05.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_etGXYThtTJLdMPf","cfcon05.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_2pQ7O3y4jPY96s3","cfcon05.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_32RYhYLGMP6HwHw","cfcon05.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_cMSuiMRDel77KBb","cfcon05.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_2huctdogELfUrzr","cfcon05.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_DOBeWdlEkhBgOAx","cfcon05.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_1eWv2WjPJTy8MF2","cfcon05.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_3isc8N8zrArMolr","cfcon05.MKB",2,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_29mnmtAbEKgctEK","cfcon05.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_r0Frma5r7H9iDfP","cfcon05.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_1mJgjKIrGA3czPW","cfcon05.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_3PRxXiFanpRuuUd","cfcon05.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_3qqIQqWcBt9sUBH","cfcon05.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_1DwKCdiqp01vqnm","cfcon05.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_3Ja4CAfRxzZya2V","cfcon05.MKB",4,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_3qkRM6NEe9FKRsH","cfcon05.MKB",1,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_1IyARULBdLXQsiE","cfcon05.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_2VJGRZcGjaSWdUN","cfcon05.MKB",3,"Counterfactual","MKB","Moral","Knowledge","Bad","05"
"R_cRYJlxKWMsxSXex","modal05.MIB",5,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_O1muBpwwMSdwLXX","modal05.MIB",7,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_2dmV8ojWzFBuwiN","modal05.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_aXEiArnwBQgF1EB","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_2dmqWK2SOVEa2zA","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_p6Lz0W0CznGD5cd","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_1mEPplXG1S1byZk","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_1fcLslsYDzHkPkX","modal05.MIB",5,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_3j06XDAEQQt4jr7","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_9WVgRxGzYl020qR","modal05.MIB",4,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_2cjU8rp151bTQwU","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_1QrowfcYKg51Keg","modal05.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_1CdoRpQleaXI3VH","modal05.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_Amt9Sdjudt252Qp","modal05.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_3lGJifwXCX32Woh","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_3IQ5KJYT3Mwl0hl","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_2SpDzSMAuiBfIzm","modal05.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_3iQ2uFmgUVAMYhS","modal05.MIB",2,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_2AEvrCWHyDaqQGW","modal05.MIB",4,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_A0uXMRmVe1Ivslz","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_2rCPbs9JTGQBr7r","modal05.MIB",4,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_1Qh1a5kI4qY3GR6","modal05.MIB",3,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_qFnm0Hn6XktUxTH","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_vcojCNrIffrYfCN","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_CkKeHsPMkW6QDWF","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_3Kon1jEqQzgGuVB","modal05.MIB",1,"Modal","MIB","Moral","Ignorance","Bad","05"
"R_cRYJlxKWMsxSXex","cfcon05.MIB",6,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_O1muBpwwMSdwLXX","cfcon05.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_2dmV8ojWzFBuwiN","cfcon05.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_aXEiArnwBQgF1EB","cfcon05.MIB",7,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_2dmqWK2SOVEa2zA","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_p6Lz0W0CznGD5cd","cfcon05.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_1mEPplXG1S1byZk","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_1fcLslsYDzHkPkX","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_3j06XDAEQQt4jr7","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_9WVgRxGzYl020qR","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_2cjU8rp151bTQwU","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_1QrowfcYKg51Keg","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_1CdoRpQleaXI3VH","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_Amt9Sdjudt252Qp","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_3lGJifwXCX32Woh","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_3IQ5KJYT3Mwl0hl","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_2SpDzSMAuiBfIzm","cfcon05.MIB",4,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_3iQ2uFmgUVAMYhS","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_2AEvrCWHyDaqQGW","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_A0uXMRmVe1Ivslz","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_2rCPbs9JTGQBr7r","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_1Qh1a5kI4qY3GR6","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_qFnm0Hn6XktUxTH","cfcon05.MIB",2,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_vcojCNrIffrYfCN","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_CkKeHsPMkW6QDWF","cfcon05.MIB",1,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_3Kon1jEqQzgGuVB","cfcon05.MIB",3,"Counterfactual","MIB","Moral","Ignorance","Bad","05"
"R_1prmtLLJVr1Hf5g","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_2V4vMqxsKfCy981","modal05.RKG",4,"Modal","RKG","Rational","Knowledge","Good","05"
"R_2D1f7ZKCD0Y9Yny","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_2PAKvIZqAYoNLi1","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_12x7nwOFtxtrjBa","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_1isdeGaE6xlU1wU","modal05.RKG",6,"Modal","RKG","Rational","Knowledge","Good","05"
"R_3KJBZQUIuTjlI9w","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_1OPK4T2C7MhZk6U","modal05.RKG",3,"Modal","RKG","Rational","Knowledge","Good","05"
"R_1yQuwM4zOo4dJ3b","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_sZreUobYOytPAOJ","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_qW5IyYGRImDyiEV","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_3gSZJBI6KHBPEV1","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_12uqGUOWaJ4H6y2","modal05.RKG",3,"Modal","RKG","Rational","Knowledge","Good","05"
"R_31QvDFlole4FKf1","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_esNTPe1gGUGLn1P","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_3hsjgTRmjJbVnSy","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_rpfI4aHaCJx46Tn","modal05.RKG",6,"Modal","RKG","Rational","Knowledge","Good","05"
"R_WBWvbEjSABZO7Dz","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_3GddkzmJEQ2WGIi","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_2VvC2xLg94Bhj4w","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_3QKIU2vb5Bbxbzz","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_1IMcijtD842i3aC","modal05.RKG",1,"Modal","RKG","Rational","Knowledge","Good","05"
"R_2VfQOAxxT4qdLhH","modal05.RKG",6,"Modal","RKG","Rational","Knowledge","Good","05"
"R_1prmtLLJVr1Hf5g","cfcon05.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_2V4vMqxsKfCy981","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_2D1f7ZKCD0Y9Yny","cfcon05.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_2PAKvIZqAYoNLi1","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_12x7nwOFtxtrjBa","cfcon05.RKG",3,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_1isdeGaE6xlU1wU","cfcon05.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_3KJBZQUIuTjlI9w","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_1OPK4T2C7MhZk6U","cfcon05.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_1yQuwM4zOo4dJ3b","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_sZreUobYOytPAOJ","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_qW5IyYGRImDyiEV","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_6F1S3JjuQqvIUFP","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_3gSZJBI6KHBPEV1","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_12uqGUOWaJ4H6y2","cfcon05.RKG",3,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_31QvDFlole4FKf1","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_esNTPe1gGUGLn1P","cfcon05.RKG",6,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_3hsjgTRmjJbVnSy","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_rpfI4aHaCJx46Tn","cfcon05.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_WBWvbEjSABZO7Dz","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_3GddkzmJEQ2WGIi","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_2VvC2xLg94Bhj4w","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_3QKIU2vb5Bbxbzz","cfcon05.RKG",4,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_1IMcijtD842i3aC","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_2VfQOAxxT4qdLhH","cfcon05.RKG",1,"Counterfactual","RKG","Rational","Knowledge","Good","05"
"R_qwstNkmCZDncnex","modal05.RIG",1,"Modal","RIG","Rational","Ignorance","Good","05"
